jd,fnu_microJy,fnu_microJy_unc,passband,programid,fcqfid,zpdiff,sys_unc_factor,poor_conditions
2458547.9218981,2.162536990194919,5.15231786064932,ZTF_i,2,4780623,25.7217,0.989422306196904,0
2458568.8518866,-179.53276651267208,184.28777538389775,ZTF_r,1,4780622,22.7757,0.9871218263213513,1
2458568.8931481,-1.059363242670299,5.270858770063822,ZTF_g,1,4780621,26.0781,1.0,0
2458572.8619329,10.422758565776073,6.664426371205892,ZTF_r,1,4780622,25.7721,0.9871218263213513,0
2458572.8779745,0.982005430612742,6.05917838187306,ZTF_g,1,4780621,25.6026,1.0,1
2458573.8490162,-2.6098389166603435,4.591491876601214,ZTF_i,2,4780623,25.6818,0.989422306196904,0
2458575.854294,2.3731199411081945,18.23950768492531,ZTF_g,1,4780621,24.2791,1.0,1
2458575.9177778,-2.7551926986230137,2.5737697006228704,ZTF_r,1,4780622,26.2323,0.9871218263213513,0
2458581.8191782,0.30856251818673475,3.4119105373694967,ZTF_g,1,4780621,26.1488,1.0,0
2458582.7957986,1.0845329377950876,5.352836964667552,ZTF_i,2,4780623,25.6824,0.989422306196904,0
2458584.7879745,-5.587546351678178,4.1838321102996865,ZTF_g,1,4780621,26.1632,1.0,0
2458584.8963657,-0.6517348232664764,3.561050239692366,ZTF_r,1,4780622,26.2303,0.9871218263213513,0
2458587.8373264,-11.038801949900593,6.88830562448429,ZTF_i,2,4780623,25.6312,0.989422306196904,0
2458588.8120833,-15.782695038341709,24.268430878113286,ZTF_g,1,4780621,25.0464,1.0,1
2458588.8779977,-0.48833533974912996,4.705176144202392,ZTF_r,1,4780622,26.2393,0.9871218263213513,0
2458591.7508218,-11.930432096168877,12.896052771196404,ZTF_g,1,4780621,26.1425,1.0,0
2458591.8786111,-5.269636188369897,10.290151660514805,ZTF_r,1,4780622,26.2555,0.9871218263213513,0
2458594.7736574,-8.123912231577826,12.474977018753188,ZTF_g,1,4780621,26.2042,1.0,0
2458594.7993519,10.41183392578242,17.85180383572506,ZTF_i,2,4780623,25.7019,0.989422306196904,0
2458597.7957639,2.9878300638461317,3.8613968394265674,ZTF_g,1,4780621,26.2059,1.0,0
2458597.8573727,-0.6799508122759329,3.6704413410851306,ZTF_r,1,4780622,26.2586,0.9871218263213513,0
2458599.7668171,1.9156789912942398,1.4125211331741439,ZTF_g,2,4780621,27.4062,1.0,1
2458599.9644097,3.5083446544634374,2.034496747611219,ZTF_r,2,4780622,27.3881,0.9871218263213513,1
2458600.6858796,3.88305375033234,8.69709727947112,ZTF_i,2,4780623,25.6437,0.989422306196904,0
2458606.8368056,0.2539010914289582,2.7949601703406315,ZTF_r,1,4780622,26.2063,0.9871218263213513,0
2458606.8784028,-0.7208281905513433,2.621986735433828,ZTF_g,1,4780621,26.1891,1.0,0
2458607.7768287,-2.614926268582919,5.239141219555265,ZTF_i,2,4780623,25.6736,0.989422306196904,0
2458612.7297917,-1.177351232923953,2.6651888250657567,ZTF_r,1,4780622,26.1787,0.9871218263213513,0
2458612.7720833,2.9492339030692944,2.1572251657950114,ZTF_g,1,4780621,26.1649,1.0,0
2458612.8335069,3.8351030658694514,4.860688910043497,ZTF_i,2,4780623,25.6602,0.989422306196904,0
2458616.7329861,-6.9820345105296076,5.2735624603854,ZTF_g,1,4780621,26.1341,1.0,0
2458616.8603009,-0.9103712255517484,4.127519546371987,ZTF_r,1,4780622,26.177,0.9871218263213513,0
2458619.7718056,6.6260948067809355,12.400618932734691,ZTF_g,1,4780621,26.1541,1.0,0
2458619.8169792,37.5869152771667,20.82488266996871,ZTF_r,1,4780622,25.9941,0.9871218263213513,1
2458627.9220718,-5.555491967294236,5.853065105476947,ZTF_i,2,4780623,25.6225,0.989422306196904,0
2458633.7523727,0.48710043769410244,2.770991654039884,ZTF_g,1,4780621,26.1836,1.0,0
2458633.7949074,0.4059019031084537,2.8409347196178563,ZTF_r,1,4780622,26.208,0.9871218263213513,0
2458636.7297917,-1.4213434775717462,2.957686310149823,ZTF_r,1,4780622,26.201,0.9871218263213513,0
2458636.774456,2.9457961154181476,2.114128282262211,ZTF_g,1,4780621,26.1985,1.0,0
2458637.7885069,2.153067765991194,5.027879504272647,ZTF_i,2,4780623,25.6394,0.989422306196904,0
2458639.7317477,3.1615580327731143,2.5590283010055406,ZTF_g,1,4780621,26.1949,1.0,0
2458639.774838,1.317525424066096,2.358674706001308,ZTF_r,1,4780622,26.2157,0.9871218263213513,0
2458641.7531944,14.894226723334944,9.184609359628888,ZTF_i,2,4780623,25.1577,0.989422306196904,1
2458642.7535995,2.9374655559570937,2.594928757209756,ZTF_r,1,4780622,26.2582,0.9871218263213513,0
2458642.7979514,-1.5746901705287264,2.4082661236886245,ZTF_g,1,4780621,26.2408,1.0,0
2458645.7329051,-6.7054491540530154,5.618129472133055,ZTF_g,1,4780621,26.1925,1.0,0
2458645.7693287,3.2496537652108777,6.660011911086084,ZTF_i,2,4780623,25.6564,0.989422306196904,0
2458645.7746296,-5.640810824744776,5.4618811388530695,ZTF_r,1,4780622,26.2031,0.9871218263213513,0
2458649.7077778,-8.101256708049572,10.735526066683091,ZTF_g,1,4780621,26.2009,1.0,0
2458649.7329282,-11.683218098797518,10.888098867656801,ZTF_r,1,4780622,26.2268,0.9871218263213513,0
2458649.8286343,-14.833177193068009,17.173580963262275,ZTF_i,2,4780623,25.6058,0.989422306196904,0
2458652.6713657,5.207729562597009,5.899119171318816,ZTF_g,1,4780621,26.2172,1.0,0
2458653.7337269,2.2844769822472997,7.068039357688142,ZTF_i,2,4780623,25.6448,0.989422306196904,0
2458655.6907639,4.77750910883056,3.8460046989319046,ZTF_r,1,4780622,26.2268,0.9871218263213513,0
2458655.7328819,-0.8471193138287169,3.611102031335071,ZTF_g,1,4780621,26.2068,1.0,0
2458658.7353704,-2.4195321498622873,2.309430087141617,ZTF_r,1,4780622,26.2087,0.9871218263213513,0
2458659.6717708,-8.510973378834223,6.7027933785944205,ZTF_i,2,4780623,25.6696,0.989422306196904,0
2458661.691875,-3.187937366027943,3.028313835592122,ZTF_r,1,4780622,26.2246,0.9871218263213513,0
2458661.7131944,0.37230896543055797,3.5355716238547577,ZTF_g,1,4780621,26.2174,1.0,0
2458663.6750347,5.0682388267867,6.955571537459399,ZTF_i,2,4780623,25.5448,0.989422306196904,0
2458665.6919792,0.9342605780053483,2.6655985931517363,ZTF_g,1,4780621,26.2368,1.0,0
2458665.7709722,-3.2873822722242574,3.0828895463166095,ZTF_r,1,4780622,26.21,0.9871218263213513,0
2458667.6702083,-5.042007500061244,6.806444454251984,ZTF_i,2,4780623,25.6924,0.989422306196904,0
2458668.6730787,-3.2509649785032164,3.6719426958685504,ZTF_r,1,4780622,26.2412,0.9871218263213513,0
2458668.7076736,0.05371625818299656,2.622034857498604,ZTF_g,1,4780621,26.23,1.0,0
2458671.7060301,6.648351406764232,5.224817013676875,ZTF_r,1,4780622,26.2175,0.9871218263213513,0
2458676.7943171,-3.384672156922645,11.082670207718404,ZTF_g,1,4780621,25.9983,1.0,0
2458679.7144097,2.325500104164933,6.242619599282036,ZTF_r,1,4780622,26.2221,0.9871218263213513,0
2458679.7797106,16.671710294427996,12.056731519871017,ZTF_g,1,4780621,26.0739,1.0,0
2458682.6674074,3.4482814043487378,5.600383545325729,ZTF_g,1,4780621,26.232,1.0,0
2458682.7353009,-2.899487243431941,5.196677490427866,ZTF_r,1,4780622,26.2221,0.9871218263213513,0
2458685.6667245,-7.332253394600824,4.2760863708173495,ZTF_r,1,4780622,26.218,0.9871218263213513,0
2458690.6722106,0.8577356483216473,3.413745313714264,ZTF_r,1,4780622,26.1309,0.9871218263213513,0
2458690.696169,1.1392130220558652,3.444493160051014,ZTF_g,1,4780621,26.0407,1.0,0
2458693.7079977,-13.069892056927618,6.6605851917718475,ZTF_r,1,4780622,25.8117,0.9871218263213513,0
2458716.6443519,-1.3507657705921678,4.956303890753868,ZTF_r,1,4780622,26.1799,0.9871218263213513,0
2458716.6503356,-2.2241192177337847,4.183405801297851,ZTF_g,1,4780621,26.1167,1.0,0
2458720.6518866,4.955626808081457,4.83309882972276,ZTF_g,1,4780621,25.9719,1.0,0
2458724.6381713,4.909435261989842,6.706397521234463,ZTF_r,1,4780622,26.1592,0.9871218263213513,0
2458724.6705324,5.019917974391008,6.375871152213599,ZTF_g,1,4780621,25.9396,1.0,0
2458824.0490856,2.2488575717749306,75.98937886018737,ZTF_r,2,4780622,23.5631,0.9871218263213513,1
2458828.0540278,0.220021945369879,5.8273653793826785,ZTF_r,2,4780622,26.1134,0.9871218263213513,0
2458828.058831,-4.874255615709515,6.1114218982855,ZTF_r,2,4780622,26.1383,0.9871218263213513,0
2458828.0636343,-7.01496746660206,7.819363149668076,ZTF_r,2,4780622,26.141,0.9871218263213513,0
2458828.0684375,-0.9456781304774637,9.86537961420238,ZTF_r,2,4780622,26.1576,0.9871218263213513,0
2458830.0555671,-68.18497562940036,105.85475312033688,ZTF_r,2,4780622,24.4893,0.9871218263213513,1
2458830.0603125,-62.41527379651434,140.93744129605668,ZTF_r,2,4780622,24.2206,0.9871218263213513,1
2458830.0650694,152.37354515041594,176.75776366353955,ZTF_r,2,4780622,23.8936,0.9871218263213513,1
2458830.0698264,-52.389341910844564,60.2965832828489,ZTF_r,2,4780622,24.9573,0.9871218263213513,1
2458832.0665741,28.375688135950295,17.878524159144458,ZTF_g,1,4780621,26.2713,1.0078628574869775,1
2458851.0050116,2.0708283785719375,5.819958544691011,ZTF_r,1,4780622,26.2529,0.9871218263213513,0
2458851.0619676,-7.596726415198186,4.807057967592132,ZTF_g,1,4780621,26.2587,1.0,0
2458854.0410069,-0.15117695522867017,3.757157555372856,ZTF_g,1,4780621,26.2596,1.0,0
2458857.0449884,-3.446599916563367,3.3668399971968643,ZTF_g,1,4780621,26.2565,1.0,0
2458857.0643981,-3.184581966150832,4.4191641393404835,ZTF_r,1,4780622,26.2966,0.9871218263213513,0
2458861.998912,13.096647810870385,11.218969577556804,ZTF_g,1,4780621,26.2476,1.0,0
2458862.0431019,-5.40397720700628,6.909007628226438,ZTF_r,1,4780622,26.3147,0.9871218263213513,0
2458872.9425463,2.5154413488667786,4.27823160437075,ZTF_g,1,4780621,25.9392,1.0,0
2458873.0646528,-2.291782225420385,4.595804589540602,ZTF_r,1,4780622,26.0261,0.9871218263213513,0
2458876.0000116,-0.8978336049521294,3.0508072818379866,ZTF_g,1,4780621,26.2507,1.0,0
2458879.0236806,-0.9091202240086633,3.901524065646109,ZTF_g,1,4780621,26.294,1.0,0
2458882.0037037,1.9438503614629852,3.1258782574454886,ZTF_g,1,4780621,26.2915,1.0,0
2458882.0259838,-1.2723635773583115,2.8337286624500164,ZTF_r,1,4780622,26.3292,0.9871218263213513,0
2458884.9193287,-16.38459393299774,11.796978962317272,ZTF_g,1,4780621,26.2308,1.0,1
2458885.0594097,-5.586678732229823,5.075015681629436,ZTF_r,1,4780622,26.3026,0.9871218263213513,0
2458887.9597338,-0.27359971833390806,7.612353838033199,ZTF_g,1,4780621,26.2688,1.0,0
2458888.0379282,-7.605778724325082,5.221571552044395,ZTF_r,1,4780622,26.3496,0.9871218263213513,0
2458891.960706,-8.146700102485065,8.512555378065537,ZTF_g,1,4780621,26.3048,1.0,0
2458895.0165625,3.0145592488460284,5.212309378983931,ZTF_r,1,4780622,26.3272,0.9871218263213513,0
2458899.019456,0.8267432395743222,2.2391694019138293,ZTF_r,1,4780622,26.3366,0.9871218263213513,0
2458904.9387037,1.4544008656695002,4.618327512330088,ZTF_g,1,4780621,26.2226,1.0,0
2458905.0063889,-2.796449074996078,3.9484578406646436,ZTF_r,1,4780622,26.3252,0.9871218263213513,0
2458908.9847222,-3.950924105890646,3.3311542395335985,ZTF_r,1,4780622,26.2474,0.9871218263213513,1
2458909.0264352,-25.372307593536696,113.79474778475254,ZTF_g,1,4780621,22.5619,1.0,1
2458911.9357639,0.9644162981097539,3.177446284366138,ZTF_g,1,4780621,26.256,1.0,0
2458911.9795833,-4.70895643867199,4.0612567424132475,ZTF_r,1,4780622,26.2916,0.9871218263213513,0
2458916.0075926,-8.5671674052494,4.594902180186529,ZTF_r,1,4780622,26.3066,0.9871218263213513,0
2458939.9367014,-0.8987308604177073,24.513404287459228,ZTF_r,1,4780622,24.6164,0.9871218263213513,1
2458939.9582292,-11.174986282310869,12.407856778645256,ZTF_g,1,4780621,24.8226,1.0,1
2458943.9088773,2.025038764854121,5.721555703022265,ZTF_g,1,4780621,26.2909,1.0,0
2458954.9787847,-2.626224253649712,4.990918771059261,ZTF_r,1,4780622,26.252,0.9871218263213513,0
2458955.893912,1.9702763929940519,4.2715316826434915,ZTF_i,2,4780623,25.7598,0.989422306196904,0
2458962.8326157,0.5973938000354042,2.9625620951292846,ZTF_r,1,4780622,26.2883,0.9871218263213513,0
2458962.8362269,3.686191130509767,3.137735494648571,ZTF_g,1,4780621,26.2913,1.0,0
2458965.8520486,-3.166775025927131,2.7592762585472483,ZTF_r,1,4780622,26.307,0.9871218263213513,0
2458965.9003935,-0.013471945883705936,2.325841810866609,ZTF_g,1,4780621,26.2791,1.0,0
2458967.8294213,-0.8773953895496625,4.213871003544362,ZTF_i,2,4780623,25.7399,0.989422306196904,0
2458969.8387269,-9.872265333065744,6.309555201869118,ZTF_r,1,4780622,25.5218,0.9871218263213513,1
2458969.8813542,9.486861587644764,16.49332983935328,ZTF_g,1,4780621,24.3021,1.0,1
2458972.7735069,4.758156784189558,5.622262814431219,ZTF_g,1,4780621,26.2913,1.0,0
2458972.8581366,4.047004629124164,4.587801452292003,ZTF_r,1,4780622,26.3345,0.9871218263213513,0
2458977.8548495,5.560003825964335,19.55290212989949,ZTF_g,1,4780621,25.9837,1.0,1
2458980.8127778,-1.891772835025333,3.832492561071797,ZTF_r,1,4780622,26.3222,0.9871218263213513,0
2458980.9014352,1.095240885918636,6.559216415446818,ZTF_g,1,4780621,26.2542,1.0,0
2458985.7719213,2.47274767275191,2.244464129294846,ZTF_r,1,4780622,26.3157,0.9871218263213513,0
2458991.730162,-0.14669323301810322,2.3317566017418105,ZTF_r,1,4780622,26.3426,0.9871218263213513,0
2458991.7946181,-0.6020818461656671,2.60589870095067,ZTF_g,1,4780621,26.3165,1.0,0
2458995.7502315,3.35287271282832,2.4311611041731847,ZTF_r,1,4780622,26.3307,0.9871218263213513,0
2458995.8003704,2.05901110620109,2.5184431473532833,ZTF_g,1,4780621,26.2895,1.0,0
2458998.7742477,0.8444268698393567,2.2545868896858403,ZTF_r,1,4780622,26.332,0.9871218263213513,0
2458998.8373264,-1.016612003422503,2.321699278269508,ZTF_g,1,4780621,26.2788,1.0,0
2459001.7314236,5.130048952534742,5.981757234888478,ZTF_r,1,4780622,26.2876,0.9871218263213513,0
2459001.8718171,-7.808391699842295,6.763970462160064,ZTF_g,1,4780621,26.2166,1.0,0
2459005.7694792,7.936824808591805,7.5196106088551815,ZTF_r,1,4780622,26.3736,0.9871218263213513,0
2459009.7119676,-4.822325923695758,4.10020204655801,ZTF_r,1,4780622,26.3642,0.9871218263213513,0
2459012.693206,2.417746095721905,2.334101327675127,ZTF_g,1,4780621,26.4039,1.0,0
2459012.7308102,2.698589084182268,2.1457277815128446,ZTF_r,1,4780622,26.3905,0.9871218263213513,0
2459015.7131134,0.7897230999014582,2.9067162189776568,ZTF_r,1,4780622,26.3218,0.9871218263213513,0
2459018.6998611,1.3182766717043082,2.2339341628540845,ZTF_g,1,4780621,26.3629,1.0,0
2459018.7345255,-1.9498273040684466,2.504598123054296,ZTF_r,1,4780622,26.3689,0.9871218263213513,0
2459021.734838,0.5444205797432464,2.2362633060771313,ZTF_r,1,4780622,26.3527,0.9871218263213513,0
2459024.7011227,-2.2089225868080122,2.1135269163794934,ZTF_g,1,4780621,26.3153,1.0,0
2459024.7315741,-5.047544410554057,5.436578716270606,ZTF_r,1,4780622,25.7352,0.9871218263213513,1
2459027.7123032,3.8544519585220955,4.297147768087494,ZTF_g,1,4780621,26.187,1.0,0
2459027.7540046,-3.270496981813115,4.490458491681196,ZTF_r,1,4780622,26.2329,0.9871218263213513,0
2459032.6933449,-4.161385486414758,8.099451521616816,ZTF_g,1,4780621,26.3404,1.0,0
2459032.7109144,0.5241725688853617,6.389827030076002,ZTF_r,1,4780622,26.3613,0.9871218263213513,0
2459035.7059144,-8.034775529133915,8.478522610792531,ZTF_g,1,4780621,26.3689,1.0,0
2459035.7947917,-1.5908692030856428,10.39379957696379,ZTF_r,1,4780622,26.3043,0.9871218263213513,1
2459038.6903472,1.2309995200382005,2.6098896291494365,ZTF_r,1,4780622,26.3776,0.9871218263213513,0
2459038.7329514,3.4751665241490315,4.0041077692812115,ZTF_g,1,4780621,26.3532,1.0,0
2459041.6908449,-3.786284874956604,2.6002379652141987,ZTF_g,1,4780621,26.265,1.0,0
2459044.7132407,0.19925271815736334,2.738015407458871,ZTF_r,1,4780622,26.3555,0.9871218263213513,0
2459048.7701273,-0.23541577781797923,3.9183066692416904,ZTF_g,1,4780621,26.2019,1.0,0
2459049.6679051,0.37930161651698746,4.387946926921977,ZTF_r,1,4780622,26.3574,0.9871218263213513,0
2459049.6893634,-2.122490795847105,2.8527863908958735,ZTF_g,1,4780621,26.3609,1.0,0
2459050.7569213,0.04674699649624513,5.156240169454953,ZTF_r,1,4780622,26.2827,0.9871218263213513,0
2459055.6772106,2.745443840966163,3.5641821976898163,ZTF_g,3,4780621,26.2892,1.0,0
2459055.6925231,1.117206361213685,4.032948863253672,ZTF_r,3,4780622,26.3036,0.9871218263213513,0
2459056.6874306,3.7475583575365414,4.4428919198633725,ZTF_r,3,4780622,26.332,0.9871218263213513,0
2459060.6919213,-1.1451762072448615,5.530958697394893,ZTF_r,3,4780622,26.3244,0.9871218263213513,0
2459060.729213,-8.97631718585578,8.159460135624101,ZTF_g,3,4780621,26.213,1.0,0
2459062.6925347,-4.868043841931105,7.488716279051719,ZTF_g,3,4780621,26.2703,1.0,0
2459062.7102894,5.5432113122995155,6.857945468591822,ZTF_r,3,4780622,26.2965,0.9871218263213513,0
2459065.6557639,1.9100664310542066,8.42963960639806,ZTF_r,3,4780622,26.3631,0.9871218263213513,0
2459065.6894907,2.2825974687006894,9.037972398933048,ZTF_g,3,4780621,26.3094,1.0,0
2459069.6911458,0.5252783015465531,3.413035596538951,ZTF_r,3,4780622,26.3329,0.9871218263213513,0
2459106.6229051,-14.625599239773926,41.16311499295164,ZTF_r,2,4780622,24.9547,0.9871218263213513,1
2459106.6276042,19.05733000237898,28.42384300812973,ZTF_r,2,4780622,24.9688,0.9871218263213513,1
2459106.6323032,17.232572654369534,28.73207160714183,ZTF_r,2,4780622,24.9255,0.9871218263213513,1
2459106.6370023,53.70755593266514,44.632130878121565,ZTF_r,2,4780622,24.8093,0.9871218263213513,1
2459106.6416898,-28.55666168081604,37.132036778045844,ZTF_r,2,4780622,24.7803,0.9871218263213513,1
2459188.049375,8.438208246431607,13.5976400350311,ZTF_r,1,4780622,26.274,0.9871218263213513,1
2459188.0540741,-29.35574844110127,15.553151085271143,ZTF_r,1,4780622,26.2676,0.9871218263213513,1
2459188.0587616,-10.454468698941131,16.8635805661324,ZTF_r,1,4780622,26.301,0.9871218263213513,1
2459188.0634491,-10.306029307559713,18.513566062354915,ZTF_r,1,4780622,26.3121,0.9871218263213513,1
2459188.0681481,50.6106620684684,26.601162982533026,ZTF_r,1,4780622,26.3345,0.9871218263213513,1
2459189.0506597,-0.2760201875714704,8.255087766110195,ZTF_r,1,4780622,26.2858,0.9871218263213513,1
2459189.0553935,2.210131779644596,7.913345586260645,ZTF_r,1,4780622,26.2767,0.9871218263213513,0
2459189.0601157,-1.8814630886589678,9.102198632448111,ZTF_r,1,4780622,26.2963,0.9871218263213513,0
2459189.0648495,-12.799454363946014,10.031368983906212,ZTF_r,1,4780622,26.3379,0.9871218263213513,1
2459190.0512731,2.053773338464582,6.570036064928075,ZTF_r,1,4780622,26.2319,0.9871218263213513,0
2459190.0559606,-3.2365402532304355,5.736117419797877,ZTF_r,1,4780622,26.2911,0.9871218263213513,0
2459190.0606366,0.6465088549783139,5.860468993800543,ZTF_r,1,4780622,26.3016,0.9871218263213513,0
2459190.0653009,-8.400610726777135,9.211214555578444,ZTF_r,1,4780622,26.3104,0.9871218263213513,0
2459193.0533912,-1.547684805075263,7.8196088779855994,ZTF_r,1,4780622,26.1935,0.9871218263213513,0
2459193.0580903,-19.56971025215403,8.881300712967533,ZTF_r,1,4780622,26.2362,0.9871218263213513,0
2459193.0627894,11.50393420333324,16.528423972887257,ZTF_r,1,4780622,25.8023,0.9871218263213513,1
2459193.0674884,90.96185974902741,93.77345538384259,ZTF_r,1,4780622,24.6119,0.9871218263213513,1
2459194.0545486,5.3233263549342675,5.862530380731873,ZTF_r,1,4780622,26.2777,0.9871218263213513,0
2459194.0592593,2.278323659974483,5.859904596522732,ZTF_r,1,4780622,26.2961,0.9871218263213513,0
2459194.0639583,-14.681313740518636,8.110257418761089,ZTF_r,1,4780622,26.2923,0.9871218263213513,0
2459194.0686806,15.706111783489142,11.04047810746899,ZTF_r,1,4780622,26.3042,0.9871218263213513,0
2459195.0545486,3.9201222477180018,5.026461883826439,ZTF_r,1,4780622,26.2977,0.9871218263213513,0
2459195.059294,-6.070357350743663,5.476771873824699,ZTF_r,1,4780622,26.2722,0.9871218263213513,0
2459195.0640394,0.015302596415910075,6.413306141775849,ZTF_r,1,4780622,26.3179,0.9871218263213513,0
2459195.0687731,-0.3537365402002611,9.160024164199704,ZTF_r,1,4780622,26.3193,0.9871218263213513,0
2459196.0549306,-3.677683293715049,13.891399583220796,ZTF_r,1,4780622,25.6104,0.9871218263213513,1
2459196.0596875,-0.7053093482923611,7.052892908302671,ZTF_r,1,4780622,26.1502,0.9871218263213513,0
2459196.0644329,-0.8385686307390166,8.760966099630293,ZTF_r,1,4780622,26.0914,0.9871218263213513,0
2459196.0691898,0.35180793886139,10.00132129684223,ZTF_r,1,4780622,26.2235,0.9871218263213513,0
2459197.0513079,5.773431596993734,8.185034413846159,ZTF_r,1,4780622,26.2926,0.9871218263213513,0
2459197.0560069,3.320344760496298,7.252479600330104,ZTF_r,1,4780622,26.3098,0.9871218263213513,0
2459197.060706,-0.7570527492765463,8.223567225302446,ZTF_r,1,4780622,26.3154,0.9871218263213513,0
2459197.0654167,12.624243959002534,10.03293308825351,ZTF_r,1,4780622,26.3308,0.9871218263213513,0
2459197.0701157,-1.8185795469183135,13.411440108878343,ZTF_r,1,4780622,26.3361,0.9871218263213513,1
2459199.0562384,9.636697479328411,5.8874718443964875,ZTF_r,1,4780622,26.3297,0.9871218263213513,0
2459199.0609491,5.383545004218525,5.934839541860887,ZTF_r,1,4780622,26.3396,0.9871218263213513,0
2459199.0656597,-7.232061182026413,7.712137901441954,ZTF_r,1,4780622,26.346,0.9871218263213513,0
2459199.0703819,13.206188099481807,10.930665891771058,ZTF_r,1,4780622,26.3501,0.9871218263213513,0
2459203.0035417,3.470715771566184,7.389175137725911,ZTF_g,1,4780621,26.0524,1.0,0
2459203.0387731,-8.804202438426172,7.177662805353162,ZTF_r,1,4780622,26.2981,0.9871218263213513,0
2459205.0179282,-2.2352720843528724,4.5435465635856795,ZTF_r,1,4780622,26.2611,0.9871218263213513,0
2459205.0362731,-0.9071148678821037,5.972961370761716,ZTF_i,2,4780623,25.7916,0.989422306196904,0
2459216.0466204,-17.73267120427886,7.90058235409344,ZTF_r,1,4780622,26.3377,0.9871218263213513,0
2459217.9834606,-1.4836268146123963,7.121883900438492,ZTF_r,1,4780622,26.2758,0.9871218263213513,0
2459218.0144792,-11.348292453926232,8.744856153797318,ZTF_i,2,4780623,25.6849,0.989422306196904,0
2459218.0429514,-5.935343638059816,8.185085473602342,ZTF_g,1,4780621,26.1617,1.0,0
2459219.9880671,0.9408656158523064,6.330223840562957,ZTF_r,1,4780622,26.3042,0.9871218263213513,0
2459223.9993287,3.920991241744619,6.881044135361688,ZTF_r,1,4780622,26.3191,0.9871218263213513,0
2459224.0256481,-3.54965780460956,3.960119801884841,ZTF_g,1,4780621,26.3113,1.0,0
2459224.9725347,12.103830382872495,13.464185055411889,ZTF_i,2,4780623,25.6414,0.989422306196904,0
2459225.9980787,4.818639637920966,17.483021849130523,ZTF_g,1,4780621,25.4119,1.0,1
2459227.0036574,4.156427625511088,4.084878601076931,ZTF_r,2,4780622,26.3283,0.9871218263213513,0
2459228.9989699,0.6394338922552165,3.6158240797816066,ZTF_r,1,4780622,26.3404,0.9871218263213513,0
2459229.0195602,0.11170477023147382,2.4599605702670484,ZTF_g,1,4780621,26.335,1.0,0
2459229.0562963,9.853781135154783,6.937019119770878,ZTF_i,2,4780623,25.7984,0.989422306196904,0
2459231.997581,-0.5849241134418867,3.2142947126191603,ZTF_r,1,4780622,26.3442,0.9871218263213513,0
2459232.0203125,5.522570360813366,6.287797444265477,ZTF_i,2,4780623,25.7994,0.989422306196904,0
2459232.0471412,2.9829421822284923,2.5553272748309173,ZTF_g,1,4780621,26.3775,1.0,0
2459250.9255903,-0.2632226560407506,5.238412901850042,ZTF_r,1,4780622,26.3239,0.9871218263213513,0
2459250.9633681,3.9631075034943866,5.16472554610794,ZTF_g,1,4780621,26.3193,1.0,0
2459252.9150694,-1.439300952670603,4.27822965443924,ZTF_i,2,4780623,25.8064,0.989422306196904,0
2459253.0184259,-2.235774942692158,2.441162980336034,ZTF_r,1,4780622,26.3944,0.9871218263213513,0
2459254.9204051,4.371211309550413,7.156002598114583,ZTF_r,1,4780622,25.6008,0.9871218263213513,1
2459255.0254282,0.2003176032873174,3.11158719741373,ZTF_g,1,4780621,26.0315,1.0,1
2459256.9745602,5.403333837751002,5.2602865383372714,ZTF_i,2,4780623,25.815,0.989422306196904,0
2459257.0084606,-1.6411051362782914,2.4856835134699664,ZTF_g,1,4780621,26.3765,1.0,0
2459260.9048148,2.713925547995293,6.22204751378703,ZTF_r,1,4780622,26.0093,0.9871218263213513,0
2459263.8974306,1.9763695668848633,8.388509899899699,ZTF_r,3,4780622,26.3452,0.9871218263213513,1
2459263.8979051,-10.735748579536459,7.999464512497365,ZTF_r,3,4780622,26.3491,0.9871218263213513,1
2459263.8983681,0.08168556341958984,7.996388073369621,ZTF_r,3,4780622,26.3543,0.9871218263213513,1
2459263.8988426,-0.23774042807690082,8.366413398065067,ZTF_r,3,4780622,26.3504,0.9871218263213513,1
2459263.8993056,0.192367572873613,7.478556899735361,ZTF_r,3,4780622,26.3528,0.9871218263213513,1
2459263.8997801,-8.051447337167533,7.745519871013554,ZTF_r,3,4780622,26.3506,0.9871218263213513,1
2459263.9002431,-8.368103544200018,7.68950310466578,ZTF_r,3,4780622,26.3542,0.9871218263213513,1
2459263.9007176,-3.2790505573748177,7.066980028516038,ZTF_r,3,4780622,26.3373,0.9871218263213513,1
2459263.9011806,3.882155761751558,6.739969057367899,ZTF_r,3,4780622,26.3512,0.9871218263213513,1
2459263.9016551,-0.39504150000113697,6.6727281113074435,ZTF_r,3,4780622,26.3361,0.9871218263213513,1
2459263.9021181,7.23599498502016,5.937181779047541,ZTF_r,3,4780622,26.3249,0.9871218263213513,0
2459263.9025926,-0.560321797136761,5.813751542996009,ZTF_r,3,4780622,26.3395,0.9871218263213513,0
2459263.9030556,-1.093185102795223,6.135941355580469,ZTF_r,3,4780622,26.3278,0.9871218263213513,1
2459263.9035301,-5.241249963781978,5.973741602927434,ZTF_r,3,4780622,26.3377,0.9871218263213513,0
2459263.9039931,-0.30876153423171643,5.903446960244103,ZTF_r,3,4780622,26.3395,0.9871218263213513,0
2459263.9044676,-2.595286007920916,6.240507851501447,ZTF_r,3,4780622,26.3432,0.9871218263213513,0
2459263.9049421,-2.319609922363106,5.868296989724798,ZTF_r,3,4780622,26.338,0.9871218263213513,0
