"obj_id","ra","dec","filter","mjd","snr","instrument_id","instrument_name","ra_unc","dec_unc","origin","id","altdata","created_at","annotations","mag","magerr","magsys","limiting_mag","Delete"
"ZTF22aajijjf","220.41692","3.00674","atlaso","59694.526439","","72","ATLAS","","","None","214442964","","2022-05-12T22:40:44.128114","","","","ab","19.22",""
"ZTF22aajijjf","","","ztfi","59695.331412000116","","1","ZTF","","","None","213932521","","2022-05-12T05:55:44.150451","","","","ab","17.777799606323242",""
"ZTF22aajijjf","","","ztfi","59695.331412000116","","1","ZTF","","","None","213957122","","2022-05-12T06:42:31.112348","","","","ab","17.777799606323242",""
"ZTF22aajijjf","","","ztfg","59695.37030090019","","1","ZTF","","","None","212882723","","2022-05-08T07:17:38.935197","","","","ab","20.58180046081543",""
"ZTF22aajijjf","","","ztfg","59695.37030090019","","1","ZTF","","","None","213957123","","2022-05-12T06:42:31.112362","","","","ab","20.58180046081543",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59696.412865","","72","ATLAS","","","None","214442965","","2022-05-12T22:40:44.128129","","","","ab","19.53",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59696.414694","","72","ATLAS","","","None","214442966","","2022-05-12T22:40:44.128143","","","","ab","19.52",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59696.43759","","72","ATLAS","","","None","214442967","","2022-05-12T22:40:44.128157","","","","ab","19.54",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59696.44359","","72","ATLAS","","","None","214442968","","2022-05-12T22:40:44.128173","","","","ab","19.55",""
"ZTF22aajijjf","","","ztfg","59697.28560189996","","1","ZTF","","","None","212882724","","2022-05-08T07:17:38.935209","","","","ab","20.71969985961914",""
"ZTF22aajijjf","","","ztfg","59697.28560189996","","1","ZTF","","","None","213957124","","2022-05-12T06:42:31.112376","","","","ab","20.71969985961914",""
"ZTF22aajijjf","","","ztfr","59697.3577083","","1","ZTF","","","None","212882725","","2022-05-08T07:17:38.935253","","","","ab","20.503400802612305",""
"ZTF22aajijjf","","","ztfr","59697.3577083","","1","ZTF","","","None","213957125","","2022-05-12T06:42:31.112390","","","","ab","20.503400802612305",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59698.446429","","72","ATLAS","","","None","214442969","","2022-05-12T22:40:44.128188","","","","ab","17.72",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59698.480578","","72","ATLAS","","","None","214442970","","2022-05-12T22:40:44.128203","","","","ab","18.7",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59698.483798","","72","ATLAS","","","None","214442971","","2022-05-12T22:40:44.128219","","","","ab","18.76",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59698.48983","","72","ATLAS","","","None","214442972","","2022-05-12T22:40:44.128233","","","","ab","18.86",""
"ZTF22aajijjf","","","ztfr","59699.33585650008","","1","ZTF","","","None","212882726","","2022-05-08T07:17:38.935282","","","","ab","20.492599487304688",""
"ZTF22aajijjf","","","ztfr","59699.33585650008","","1","ZTF","","","None","213957126","","2022-05-12T06:42:31.112419","","","","ab","20.492599487304688",""
"ZTF22aajijjf","","","ztfi","59699.39929400012","","1","ZTF","","","None","213932522","","2022-05-12T05:55:44.150465","","","","ab","19.878000259399414",""
"ZTF22aajijjf","","","ztfi","59699.39929400012","","1","ZTF","","","None","213957127","","2022-05-12T06:42:31.112434","","","","ab","19.878000259399414",""
"ZTF22aajijjf","","","ztfg","59699.44194439985","","1","ZTF","","","None","212882727","","2022-05-08T07:17:38.935294","","","","ab","20.39929962158203",""
"ZTF22aajijjf","","","ztfg","59699.44194439985","","1","ZTF","","","None","213957128","","2022-05-12T06:42:31.112448","","","","ab","20.39929962158203",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59700.481618","","72","ATLAS","","","None","214442973","","2022-05-12T22:40:44.128247","","","","ab","19.11",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59700.485365","","72","ATLAS","","","None","214442974","","2022-05-12T22:40:44.128261","","","","ab","19.22",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59700.512071","","72","ATLAS","","","None","214442975","","2022-05-12T22:40:44.128277","","","","ab","19.48",""
"ZTF22aajijjf","220.41692","3.00674","atlasc","59700.53937","","72","ATLAS","","","None","214442976","","2022-05-12T22:40:44.128292","","","","ab","19.23",""
"ZTF22aajijjf","","","ztfg","59701.31643520016","","1","ZTF","","","None","212882728","","2022-05-08T07:17:38.935306","","","","ab","20.51129913330078",""
"ZTF22aajijjf","","","ztfg","59701.31643520016","","1","ZTF","","","None","213957129","","2022-05-12T06:42:31.112463","","","","ab","20.51129913330078",""
"ZTF22aajijjf","","","ztfg","59701.380034700036","","1","ZTF","","","None","212882729","","2022-05-08T07:17:38.935318","","","","ab","20.246999740600586",""
"ZTF22aajijjf","","","ztfg","59701.380034700036","","1","ZTF","","","None","213957130","","2022-05-12T06:42:31.112477","","","","ab","20.246999740600586",""
"ZTF22aajijjf","","","ztfr","59702.26668980019","","1","ZTF","","","None","213932523","","2022-05-12T05:55:44.150477","","","","ab","20.40730094909668",""
"ZTF22aajijjf","","","ztfr","59702.26668980019","","1","ZTF","","","None","213957131","","2022-05-12T06:42:31.112490","","","","ab","20.40730094909668",""
"ZTF22aajijjf","220.4169592","3.006711","ztfr","59707.297604199965","10.14109613505388","1","ZTF","","","None","212914698","","2022-05-08T08:19:59.622697","","19.102400083507504","0.10706300288438797","ab","19.870187322014026",""
"ZTF22aajijjf","220.4169592","3.006711","ztfr","59707.297604199965","10.14109613505388","1","ZTF","","","None","213957132","","2022-05-12T06:42:31.112504","","19.102399826049805","0.10706300288438797","ab","20.184799194335938",""
"ZTF22aajijjf","220.4169592","3.006711","ztfr","59707.297604199965","10.141074257621336","1","ZTF","","","None","212882730","","2022-05-08T07:17:38.935331","","19.10236405266454","0.10706323385238645","ab","19.870148948904912",""
"ZTF22aajijjf","220.4169787","3.0067057","ztfr","59707.34015050018","13.137666528489044","1","ZTF","","","None","213932465","","2022-05-12T05:55:43.934223","","19.104900808395133","0.08264300227165222","ab","20.153771382647356",""
"ZTF22aajijjf","220.4169787","3.0067057","ztfr","59707.34015050018","13.137654684394276","1","ZTF","","","None","212914699","","2022-05-08T08:19:59.622748","","19.104872197263994","0.08264307677745819","ab","20.153741792684226",""
"ZTF22aajijjf","220.4169787","3.0067057","ztfr","59707.34015050018","13.137654684394276","1","ZTF","","","None","213957133","","2022-05-12T06:42:31.112518","","19.10487174987793","0.08264307677745819","ab","20.492563247680664",""
"ZTF22aajijjf","220.416912","3.0067518","ztfr","59709.295347199775","15.34242918190466","1","ZTF","","","None","213957134","","2022-05-12T06:42:31.112533","","18.273027420043945","0.07076690346002579","ab","19.757946014404297",""
"ZTF22aajijjf","220.416912","3.0067518","ztfr","59709.295347199775","15.342408182991882","1","ZTF","","","None","213932524","","2022-05-12T05:55:44.150489","","18.27300087697278","0.07076700031757355","ab","19.490309698427858",""
"ZTF22aajijjf","220.4169242","3.0067595","ztfr","59709.34175929986","16.467515538897388","1","ZTF","","","None","213932466","","2022-05-12T05:55:43.934274","","18.200300467801515","0.065931998193264","ab","19.494445661756387",""
"ZTF22aajijjf","220.4169242","3.0067595","ztfr","59709.34175929986","16.467506234425674","1","ZTF","","","None","213957135","","2022-05-12T06:42:31.112547","","18.200300216674805","0.06593203544616699","ab","19.81917953491211",""
"ZTF22aajijjf","220.4169306","3.0067362","ztfr","59709.381458300166","21.52530207939432","1","ZTF","","","None","213932467","","2022-05-12T05:55:43.934291","","18.165500908583947","0.050439998507499695","ab","19.750449035049243",""
"ZTF22aajijjf","220.4169306","3.0067362","ztfr","59709.381458300166","21.525190796066056","1","ZTF","","","None","213957136","","2022-05-12T06:42:31.112562","","18.165477752685547","0.05044025927782059","ab","20.158554077148438",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59710.383491","7.592560872434471","72","ATLAS","","","None","214442977","","2022-05-12T22:40:44.128306","","17.789","0.143","ab","18.35",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59710.386711","","72","ATLAS","","","None","214442978","","2022-05-12T22:40:44.128320","","","","ab","18.29",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59710.393156","10.644472595667935","72","ATLAS","","","None","214442979","","2022-05-12T22:40:44.128335","","17.768","0.102","ab","18.59",""
"ZTF22aajijjf","220.41692","3.00674","atlaso","59710.406032","9.524001796123942","72","ATLAS","","","None","214442980","","2022-05-12T22:40:44.128349","","17.907","0.114","ab","18.76",""
"ZTF22aajijjf","220.4169186","3.006731","ztfg","59711.23641199991","18.293169856654142","1","ZTF","","","None","213990514","","2022-05-12T07:40:01.153286","","17.701500188398068","0.05935199931263923","ab","19.109797594881208",""
"ZTF22aajijjf","220.4169186","3.006731","ztfg","59711.23641199991","18.293121632804024","1","ZTF","","","None","213933802","","2022-05-12T05:56:15.170455","","17.701481181258572","0.05935215577483177","ab","19.10977572555602",""
"ZTF22aajijjf","220.4169186","3.006731","ztfg","59711.23641199991","18.293121632804024","1","ZTF","","","None","213957137","","2022-05-12T06:42:31.112575","","17.701480865478516","0.05935215577483177","ab","19.449552536010742",""
"ZTF22aajijjf","220.4169276","3.0067411","ztfr","59711.31228009984","17.23435409836049","1","ZTF","","","None","214038486","","2022-05-12T08:41:28.783090","","17.5289363861084","0.06299836933612822","ab","19.191194534301758",""
"ZTF22aajijjf","220.4169276","3.0067411","ztfr","59711.31228009984","17.23435409836049","1","ZTF","","","None","213990515","","2022-05-12T07:40:01.153339","","17.528936382556978","0.06299836933612823","ab","18.872498901089283",""
"ZTF22aajijjf","220.4169276","3.0067411","ztfr","59711.31228009984","17.23445601108054","1","ZTF","","","None","214041929","","2022-05-12T08:45:17.799585","","17.528900674454533","0.06299799680709839","ab","18.872469613303032",""
"ZTF22aajijjf","220.416921","3.0067363","ztfr","59711.35880789999","21.587787620973074","1","ZTF","","","None","214598699","","2022-05-13T07:02:21.450029","","17.501699444143252","0.05029400065541267","ab","19.089794775447768",""
"ZTF22aajijjf","220.416921","3.0067363","ztfr","59711.35880789999","21.587984301400454","1","ZTF","","","None","214041936","","2022-05-12T08:45:17.980243","","17.501692314835875","0.05029354244470595","ab","19.089797537940875",""
"ZTF22aajijjf","220.416921","3.0067363","ztfr","59711.35880789999","21.587984301400446","1","ZTF","","","None","215847629","","2022-05-15T08:39:31.824078","","17.501691818237305","0.05029354244470596","ab","19.42118263244629",""
"ZTF22aajijjf","220.4169027","3.0067598","ztfr","59714.33859949978","34.285140430803075","1","ZTF","","","None","215847630","","2022-05-15T08:39:31.824145","","16.88882064819336","0.03166783601045608","ab","19.020824432373047",""
"ZTF22aajijjf","220.4169027","3.0067598","ztfr","59714.33859949978","34.285140430803075","1","ZTF","","","None","215836293","","2022-05-15T08:17:48.081300","","16.888820629275404","0.03166783601045608","ab","18.97916045008759",""
"ZTF22aajijjf","220.4169027","3.0067598","ztfr","59714.33859949978","34.28496297177633","1","ZTF","","","None","216726475","","2022-05-18T05:47:02.639004","","16.888799839084847","0.03166799992322922","ab","18.97913404013913",""
"ZTF22aajijjf","","","uvot::uvw1","59716.4074","2.572225076422955","29","UVOT","","","None","235344336","[object Object]","2022-06-27T09:16:37.603172","","21.5504","0.4221","ab","21.3533",""
"ZTF22aajijjf","","","uvot::u","59716.4088","9.465877983941843","29","UVOT","","","None","235344337","[object Object]","2022-06-27T09:16:37.603200","","19.1086","0.11470000000000001","ab","20.6948",""
"ZTF22aajijjf","","","uvot::b","59716.4098","21.082256403070474","29","UVOT","","","None","235344338","[object Object]","2022-06-27T09:16:37.603221","","17.0807","0.0515","ab","19.8644",""
"ZTF22aajijjf","","","uvot::uvw2","59716.4122","2.9877165788611157","29","UVOT","","","None","235344339","[object Object]","2022-06-27T09:16:37.603241","","22.3203","0.36339999999999995","ab","22.3169",""
"ZTF22aajijjf","","","uvot::v","59716.4146","12.199283199529543","29","UVOT","","","None","235344340","[object Object]","2022-06-27T09:16:37.603261","","17.0983","0.089","ab","19.0451",""
"ZTF22aajijjf","","","uvot::uvm2","59716.4153","0.09356810368745569","29","UVOT","","","None","235344341","[object Object]","2022-06-27T09:16:37.603281","","26.0325","11.6037","ab","21.8786",""
"ZTF22aajijjf","220.4168904","3.0067481","ztfr","59717.23366900021","34.44048129212536","1","ZTF","","","None","216784064","","2022-05-18T08:08:15.348131","","16.44030048194984","0.03152500092983246","ab","18.535548500904554",""
"ZTF22aajijjf","220.4168904","3.0067481","ztfr","59717.23366900021","34.44052199028196","1","ZTF","","","None","216726476","","2022-05-18T05:47:02.639062","","16.44027544848577","0.031524963676929474","ab","18.53552475044915",""
"ZTF22aajijjf","220.4168904","3.0067481","ztfr","59717.23366900021","34.44052199028195","1","ZTF","","","None","216733591","","2022-05-18T05:58:32.393960","","16.440275192260742","0.031524963676929474","ab","19.834688186645508",""
"ZTF22aajijjf","220.4169231","3.0067657","ztfg","59717.332592600025","38.3801555788337","1","ZTF","","","None","216809101","","2022-05-18T08:43:37.208358","","16.158199444556285","0.02828899957239628","ab","18.37104126089335",""
"ZTF22aajijjf","220.4169231","3.0067657","ztfg","59717.332592600025","38.37986243960577","1","ZTF","","","None","216784065","","2022-05-18T08:08:15.348185","","16.158159560986554","0.028289215639233586","ab","18.37099308467646",""
"ZTF22aajijjf","220.4169231","3.0067657","ztfg","59717.332592600025","38.37986243960577","1","ZTF","","","None","216816852","","2022-05-18T09:02:42.733530","","16.158159255981445","0.02828921563923359","ab","19.444355010986328",""
"ZTF22aajijjf","220.416902","3.0067334","ztfi","59717.35620369995","23.24384554447308","1","ZTF","","","None","216809102","","2022-05-18T08:43:37.376286","","16.774406580458066","0.04671069607138633","ab","18.442751521833657",""
"ZTF22aajijjf","220.416902","3.0067334","ztfi","59717.35620369995","23.243845544473075","1","ZTF","","","None","216816853","","2022-05-18T09:02:42.733599","","16.77440643310547","0.046710696071386344","ab","19.278860092163086",""
"ZTF22aajijjf","220.416902","3.0067334","ztfi","59717.35620369995","23.24369353775744","1","ZTF","","","None","219270809","","2022-05-24T05:13:52.743660","","16.774401247836042","0.046711001545190804","ab","18.442739088848917",""
"ZTF22aajijjf","220.4169118","3.0067453","ztfr","59719.31910880003","40.94182220479724","1","ZTF","","","None","218793458","","2022-05-23T21:25:32.984202","","16.244199999983934","0.026519000530242916","ab","18.527192909085485",""
"ZTF22aajijjf","220.4169118","3.0067453","ztfr","59719.31910880003","40.942207549175635","1","ZTF","","","None","217608218","","2022-05-20T07:49:59.684333","","16.24416004365047","0.026518750935792923","ab","18.5271631716517",""
"ZTF22aajijjf","220.4169118","3.0067453","ztfr","59719.31910880003","40.942207549175635","1","ZTF","","","None","217614107","","2022-05-20T08:00:49.902011","","16.244159698486328","0.026518750935792923","ab","20.242786407470703",""
"ZTF22aajijjf","","","uvot::uvw1","59720.059","8.791386273345177","29","UVOT","","","None","235344342","[object Object]","2022-06-27T09:16:37.603301","","19.6849","0.1235","ab","21.333",""
"ZTF22aajijjf","","","uvot::u","59720.0603","20.069061086102206","29","UVOT","","","None","235344343","[object Object]","2022-06-27T09:16:37.603321","","17.5581","0.0541","ab","20.6136",""
"ZTF22aajijjf","","","uvot::b","59720.0612","31.746672653746472","29","UVOT","","","None","235344344","[object Object]","2022-06-27T09:16:37.603347","","15.9194","0.0342","ab","19.7312",""
"ZTF22aajijjf","","","uvot::uvw2","59720.0631","6.439716516952131","29","UVOT","","","None","235344345","[object Object]","2022-06-27T09:16:37.603367","","21.0827","0.1686","ab","22.2191",""
"ZTF22aajijjf","","","uvot::v","59720.0653","19.812704466389224","29","UVOT","","","None","235344346","[object Object]","2022-06-27T09:16:37.603387","","16.0221","0.0548","ab","18.9149",""
"ZTF22aajijjf","","","uvot::uvm2","59720.0664","1.4745840075487295","29","UVOT","","","None","235344347","[object Object]","2022-06-27T09:16:37.603407","","22.592","0.7363","ab","21.5824",""
"ZTF22aajijjf","","","uvot::uvw1","59720.457","9.032747127771458","29","UVOT","","","None","235344348","[object Object]","2022-06-27T09:16:37.603427","","19.6999","0.1202","ab","21.4076",""
"ZTF22aajijjf","","","uvot::u","59720.458","19.08147987272635","29","UVOT","","","None","235344349","[object Object]","2022-06-27T09:16:37.603447","","17.7194","0.0569","ab","20.6407",""
"ZTF22aajijjf","","","uvot::b","59720.4587","32.50707199874639","29","UVOT","","","None","235344350","[object Object]","2022-06-27T09:16:37.603466","","15.9006","0.033400000000000006","ab","19.7701",""
"ZTF22aajijjf","","","uvot::uvw2","59720.46","6.305088297085537","29","UVOT","","","None","235344351","[object Object]","2022-06-27T09:16:37.603486","","21.1364","0.1722","ab","22.2247",""
"ZTF22aajijjf","","","uvot::v","59720.4618","21.082256403070474","29","UVOT","","","None","235344352","[object Object]","2022-06-27T09:16:37.603505","","15.9287","0.0515","ab","18.9481",""
"ZTF22aajijjf","","","uvot::uvm2","59720.4628","3.8734791464792346","29","UVOT","","","None","235344353","[object Object]","2022-06-27T09:16:37.603525","","21.2838","0.2803","ab","21.6794",""
"ZTF22aajijjf","220.4169051","3.0067603","ztfg","59722.31513890019","32.87121460593047","1","ZTF","","","None","219270807","","2022-05-24T05:13:52.593295","","15.846200161249692","0.03302999958395958","ab","17.8908145297883",""
"ZTF22aajijjf","220.4169051","3.0067603","ztfg","59722.31513890019","32.8715149065937","1","ZTF","","","None","219001400","","2022-05-23T23:02:43.994756","","15.846182823181152","0.033029697835445404","ab","20.611541748046875",""
"ZTF22aajijjf","220.4169051","3.0067603","ztfg","59722.31513890019","32.8715149065937","1","ZTF","","","None","218977962","","2022-05-23T22:48:58.142792","","15.846182812528616","0.0330296978354454","ab","17.890807099952696",""
"ZTF22aajijjf","","","ztfg","59722.31513890019","","1","ZTF","","","None","218793459","","2022-05-23T21:25:32.984259","","","","ab","20.611499786376953",""
"ZTF22aajijjf","","","ztfg","59722.31513890019","","1","ZTF","","","None","218877064","","2022-05-23T22:00:37.375625","","","","ab","20.611499786376953",""
"ZTF22aajijjf","220.4169157","3.0067599","ztfg","59722.400289400015","38.70219519789608","1","ZTF","","","None","218793460","","2022-05-23T21:25:32.984277","","15.850408800868884","0.028053607791662213","ab","18.07232278754349",""
"ZTF22aajijjf","220.4169157","3.0067599","ztfg","59722.400289400015","38.702195197896074","1","ZTF","","","None","218877065","","2022-05-23T22:00:37.375680","","15.850408554077148","0.02805360779166222","ab","20.13327980041504",""
"ZTF22aajijjf","220.4169157","3.0067599","ztfg","59722.400289400015","38.701653005559564","1","ZTF","","","None","219270808","","2022-05-24T05:13:52.593342","","15.85040049223592","0.0280540008097887","ab","18.072299268352825",""
"ZTF22aajijjf","","","uvot::uvw1","59722.7422","6.218420416713227","29","UVOT","","","None","235344354","[object Object]","2022-06-27T09:16:37.603544","","20.0536","0.1746","ab","20.9907",""
"ZTF22aajijjf","","","uvot::u","59722.7436","22.06780903979938","29","UVOT","","","None","235344355","[object Object]","2022-06-27T09:16:37.603604","","17.5926","0.0492","ab","20.7814",""
"ZTF22aajijjf","","","uvot::b","59722.7448","35.137094005117454","29","UVOT","","","None","235344356","[object Object]","2022-06-27T09:16:37.603625","","15.8696","0.0309","ab","19.9084",""
"ZTF22aajijjf","","","uvot::uvw2","59722.7481","7.406113265744402","29","UVOT","","","None","235344357","[object Object]","2022-06-27T09:16:37.603645","","21.0669","0.1466","ab","22.3908",""
"ZTF22aajijjf","","","uvot::v","59722.7502","23.10077031400275","29","UVOT","","","None","235344358","[object Object]","2022-06-27T09:16:37.603665","","15.9238","0.047","ab","19.0955",""
"ZTF22aajijjf","","","uvot::uvm2","59722.7523","2.7954073243000237","29","UVOT","","","None","235344359","[object Object]","2022-06-27T09:16:37.603685","","21.9381","0.3884","ab","21.8359",""
"ZTF22aajijjf","220.416925","3.0067584","ztfi","59723.21096060006","26.903292476399773","1","ZTF","","","None","221922762","","2022-05-28T17:54:14.116127","","16.676599536269382","0.04035700112581253","ab","18.503688108040507",""
"ZTF22aajijjf","220.416925","3.0067584","ztfi","59723.21096060006","26.90339181276444","1","ZTF","","","None","219270810","","2022-05-24T05:13:52.743743","","16.676588165402848","0.04035685211420059","ab","18.503680746084356",""
"ZTF22aajijjf","220.416925","3.0067584","ztfi","59723.21096060006","26.903391812764436","1","ZTF","","","None","220077517","","2022-05-25T08:02:26.995727","","16.67658805847168","0.04035685211420059","ab","19.651607513427734",""
"ZTF22aajijjf","220.4169033","3.0067572","ztfr","59724.296192099806","24.661612092974195","1","ZTF","","","None","220038093","","2022-05-25T07:17:29.119147","","16.092524103070133","0.044025354087352746","ab","17.825152748163177",""
"ZTF22aajijjf","220.4169033","3.0067572","ztfr","59724.296192099806","24.661612092974195","1","ZTF","","","None","220077518","","2022-05-25T08:02:26.995791","","16.0925235748291","0.04402535408735275","ab","20.660449981689453",""
"ZTF22aajijjf","220.4169033","3.0067572","ztfr","59724.296192099806","24.66181033960837","1","ZTF","","","None","220063331","","2022-05-25T07:47:11.347960","","16.09250083848643","0.044025000184774385","ab","17.82513821142266",""
"ZTF22aajijjf","220.4169052","3.0067574","ztfg","59724.31695599994","35.58938148739241","1","ZTF","","","None","220063332","","2022-05-25T07:47:11.348012","","15.884716046771151","0.030507307499647137","ab","18.015592136950367",""
"ZTF22aajijjf","220.4169052","3.0067574","ztfg","59724.31695599994","35.5893814873924","1","ZTF","","","None","220077519","","2022-05-25T08:02:26.995810","","15.884716033935547","0.03050730749964714","ab","20.49091911315918",""
"ZTF22aajijjf","220.4169052","3.0067574","ztfg","59724.31695599994","35.5897400252392","1","ZTF","","","None","221352152","","2022-05-27T07:50:03.422627","","15.884699968024556","0.030507000163197517","ab","18.01558699617302",""
"ZTF22aajijjf","","","sdssg","59725.082998000085","48.02366331291057","33","IOO","","","LT_IOO_PIPE","220470107","","2022-05-26T02:19:35.218329","","15.915126528289598","0.022608358668595","ab","22.482517489281143",""
"ZTF22aajijjf","","","sdssr","59725.084067000076","27.449231947122037","33","IOO","","","LT_IOO_PIPE","220469677","","2022-05-26T02:16:45.797015","","16.035241431356702","0.03955433823611831","ab","22.65778904417514",""
"ZTF22aajijjf","","","sdssi","59725.085105000064","17.435540707494702","33","IOO","","","LT_IOO_PIPE","220471963","","2022-05-26T02:25:18.623934","","16.764966404246078","0.06227143872236916","ab","22.223911350759444",""
"ZTF22aajijjf","","","sdssz","59725.08615300013","16.27391896741995","33","IOO","","","LT_IOO_PIPE","220470762","","2022-05-26T02:20:58.953642","","16.736130316863882","0.06671633347393156","ab","21.348915454704496",""
"ZTF22aajijjf","","","sdssr","59725.34300519992","69.68669676583708","2","SEDM","","","SEDM_FPIPE_SDSS","227391001","","2022-06-08T09:49:09.778438","","16.01428222156241","0.015580250681223224","ab","18.87473190802551",""
"ZTF22aajijjf","","","sdssg","59725.395200000145","","68","KAIT","","","KAIT_FPIPE_SDSS","220764005","","2022-05-26T09:43:38.076133","","","","ab","22.9",""
"ZTF22aajijjf","","","sdssr","59725.39740000013","","68","KAIT","","","KAIT_FPIPE_SDSS","220768373","","2022-05-26T09:49:17.172575","","","","ab","22.4",""
"ZTF22aajijjf","","","sdssi","59725.3983","","68","KAIT","","","KAIT_FPIPE_SDSS","220766880","","2022-05-26T09:47:07.355264","","","","ab","22.099999999999998",""
"ZTF22aajijjf","","","sdssr","59725.42828870006","89.32329050631981","2","SEDM","","","SEDM_FPIPE_SDSS","227391593","","2022-06-08T09:49:53.768720","","16.00663083049847","0.012155129962227616","ab","19.1366176029256",""
"ZTF22aajijjf","220.4169035","3.0067537","ztfg","59726.31627310021","29.671056381907537","1","ZTF","","","None","221352153","","2022-05-27T07:50:03.422682","","15.958625842908084","0.03659243509173393","ab","17.89203335413467",""
"ZTF22aajijjf","220.4169035","3.0067537","ztfg","59726.31627310021","29.671056381907537","1","ZTF","","","None","221373119","","2022-05-27T08:03:04.463728","","15.958625793457031","0.03659243509173393","ab","20.702648162841797",""
"ZTF22aajijjf","220.4169035","3.0067537","ztfg","59726.31627310021","29.671409803316426","1","ZTF","","","None","221404742","","2022-05-27T08:46:45.993514","","15.95860015832234","0.036591999232769006","ab","17.89202060202187",""
"ZTF22aajijjf","220.4169179","3.006754","ztfr","59726.356250000186","29.353983264252324","1","ZTF","","","None","221404743","","2022-05-27T08:46:45.993571","","16.08193054395793","0.03698769584298134","ab","18.00367313884078",""
"ZTF22aajijjf","220.4169179","3.006754","ztfr","59726.356250000186","29.35398326425232","1","ZTF","","","None","221416154","","2022-05-27T09:00:04.254853","","16.08193016052246","0.03698769584298134","ab","20.61095428466797",""
"ZTF22aajijjf","220.4169179","3.006754","ztfr","59726.356250000186","29.35374083771872","1","ZTF","","","None","221922760","","2022-05-28T17:54:13.960820","","16.081900188352563","0.036988001316785805","ab","18.003633816399493",""
"ZTF22aajijjf","220.4169354","3.0067535","ztfi","59727.30202550022","22.148430780568194","1","ZTF","","","None","221922763","","2022-05-28T17:54:14.116180","","16.777243128017886","0.049020908772945404","ab","18.393175521737877",""
"ZTF22aajijjf","220.4169354","3.0067535","ztfi","59727.30202550022","22.14843078056819","1","ZTF","","","None","222361359","","2022-05-30T10:06:02.204415","","16.77724266052246","0.049020908772945404","ab","19.363279342651367",""
"ZTF22aajijjf","220.4169354","3.0067535","ztfi","59727.30202550022","22.14839038514385","1","ZTF","","","None","222789550","","2022-05-31T06:55:06.016230","","16.77720082515953","0.04902099817991255","ab","18.3931312386573",""
"ZTF22aajijjf","220.4169166","3.006729","ztfg","59729.37520830007","41.202847543498585","1","ZTF","","","None","222789549","","2022-05-31T06:55:05.864300","","16.097601198684558","0.026350999251008034","ab","18.387494266136933",""
"ZTF22aajijjf","220.4169166","3.006729","ztfg","59729.37520830007","41.20349412020995","1","ZTF","","","None","222309733","","2022-05-30T09:10:38.204727","","16.097551743493497","0.0263505857437849","ab","18.387461848754626",""
"ZTF22aajijjf","220.4169166","3.006729","ztfg","59729.37520830007","41.203494120209946","1","ZTF","","","None","222361360","","2022-05-30T10:06:02.204476","","16.097551345825195","0.026350585743784904","ab","20.043006896972656",""
"ZTF22aajijjf","","","sdssg","59729.946002999786","37.34107064361601","33","IOO","","","LT_IOO_PIPE","222642618","","2022-05-30T23:16:52.128811","","16.14516539679027","0.029076193747105416","ab","22.107484022321177",""
"ZTF22aajijjf","","","sdssr","59729.94707599981","19.58265520914664","33","IOO","","","LT_IOO_PIPE","222642978","","2022-05-30T23:17:45.695576","","16.173975678319586","0.05544376863924996","ab","22.44715573105601",""
"ZTF22aajijjf","","","sdssi","59729.948121999856","19.80405566006053","33","IOO","","","LT_IOO_PIPE","222642395","","2022-05-30T23:16:03.108625","","16.97532754954221","0.054823932198280384","ab","22.421146512080295",""
"ZTF22aajijjf","","","sdssz","59729.949167999905","14.054977650324993","33","IOO","","","LT_IOO_PIPE","222643184","","2022-05-30T23:18:39.213110","","16.971404871373057","0.07724923025637284","ab","21.19086831582601",""
"ZTF22aajijjf","","","sdssr","59730.270472100005","55.408745412835124","2","SEDM","","","SEDM_FPIPE_SDSS","227392717","","2022-06-08T09:50:34.340213","","16.170154851207805","0.019595033178762874","ab","18.78167563236871",""
"ZTF22aajijjf","","","sdssg","59730.29652500013","68.75824653543161","2","SEDM","","","SEDM_FPIPE_SDSS","227380727","","2022-06-08T09:39:27.175453","","16.242033329770546","0.015790632534508305","ab","19.08792030100642",""
"ZTF22aajijjf","","","sdssr","59730.2981786998","130.98824898774572","2","SEDM","","","SEDM_FPIPE_SDSS","227393546","","2022-06-08T09:51:20.374539","","16.180581090173455","0.008288806157411134","ab","19.726236920978806",""
"ZTF22aajijjf","","","sdssi","59730.29983650008","72.02073911636434","2","SEDM","","","SEDM_FPIPE_SDSS","227383200","","2022-06-08T09:41:40.587936","","16.731685152712405","0.015075327163803455","ab","19.627904076938705",""
