#58584.288 20.710 -9.900
#58588.312 19.260 -9.900
#58591.251 19.690 -9.900
#58594.274 19.670 -9.900
#58597.296 21.150 -9.900
#58599.267 22.260 -9.900
#58606.378 21.630 -9.900
#58612.272 21.990 -9.900
#58616.233 20.760 -9.900
#58619.272 19.410 -9.900
#58633.252 21.680 -9.900
#58636.274 21.970 -9.900
#58639.232 21.790 -9.900
#58642.298 21.730 -9.900
#58645.233 20.560 -9.900
#58649.208 19.920 -9.900
#58652.171 20.610 -9.900
#58655.233 20.920 -9.900
#58661.213 21.310 -9.900
#58665.192 21.690 -9.900
#58668.208 21.780 -9.900
#58676.294 19.900 -9.900
#58679.280 19.620 -9.900
#58682.167 20.730 -9.900
#58690.196 21.400 -9.900
#58716.150 21.100 -9.900
#58720.152 20.940 -9.900
#58724.171 20.460 -9.900
#58831.567 18.620 -9.900
#58850.562 20.220 -9.900
#58853.541 21.030 -9.900
#58856.545 20.910 -9.900
#58861.499 19.400 -9.900
#58872.443 21.050 -9.900
#58875.500 21.080 -9.900
#58878.524 20.830 -9.900
#58881.504 21.430 -9.900
#58884.419 19.010 -9.900
#58887.460 20.300 -9.900
#58891.461 20.030 -9.900
#58904.439 20.390 -9.900
#58908.526 17.630 -9.900
#58911.436 21.070 -9.900
#58939.458 19.970 -9.900
#58943.409 20.800 -9.900
#58962.336 21.080 -9.900
#58965.400 21.790 -9.900
#58969.381 19.790 -9.900
#58972.274 20.830 -9.900
#58977.355 19.100 -9.900
#58980.401 20.360 -9.900
#58991.295 21.630 -9.900
#58995.300 21.620 -9.900
#58998.337 21.920 -9.900
#59001.372 20.560 -9.900
#59012.193 21.850 -9.900
#59018.200 21.920 -9.900
#59024.201 21.920 -9.900
#59027.212 21.070 -9.900
#59032.193 20.240 -9.900
#59035.206 20.120 -9.900
#59038.233 21.110 -9.900
#59041.191 21.650 -9.900
#59048.270 21.080 -9.900
#59049.189 21.450 -9.900
#59055.177 21.240 -9.900
#59060.229 20.300 -9.900
#59062.193 20.400 -9.900
#59065.189 19.760 -9.900
#59202.504 19.990 -9.900
#59217.543 20.230 -9.900
#59223.526 20.760 -9.900
#59225.498 18.540 -9.900
#59228.520 21.740 -9.900
#59231.547 21.530 -9.900
#59250.463 20.470 -9.900
#59254.525 21.420 -9.900
#59256.508 21.700 -9.900
#59263.521 20.500 -9.900
#59265.421 20.800 -9.900
#59267.380 20.140 -9.900
#59269.458 21.010 -9.900
#59271.423 19.580 -9.900
#59273.400 19.170 -9.900
#59278.340 20.300 -9.900
#59290.422 21.710 -9.900
#59292.434 21.630 -9.900
#59297.353 20.380 -9.900
#59300.374 19.550 -9.900
#59300.375 19.540 -9.900
#59301.456 19.290 -9.900
#59302.338 19.530 -9.900
#59304.414 18.830 -9.900
#59304.415 18.480 -9.900
#59307.379 21.080 -9.900
#59309.338 21.680 -9.900
#59311.360 21.640 -9.900
#59313.290 21.060 -9.900
#59315.333 20.630 -9.900
#59317.291 21.800 -9.900
#59321.380 21.850 -9.900
#59323.293 20.810 -9.900
#59325.360 21.110 -9.900
#59329.336 19.910 -9.900
#59338.398 21.080 -9.900
#59343.275 21.770 -9.900
#59345.362 21.650 -9.900
#59352.213 20.940 -9.900
#59353.336 21.090 -9.900
#59354.337 20.240 -9.900
#59354.348 20.540 -9.900
#59359.291 19.620 -9.900
#59362.208 21.000 -9.900
#59363.299 20.460 -9.900
#59366.275 21.450 -9.900
#59370.246 21.490 -9.900
#59374.232 21.330 -9.900
#59376.250 21.550 -9.900
#59381.298 20.370 -9.900
#59383.257 20.390 -9.900
#59387.294 19.580 -9.900
#59391.213 20.550 -9.900
#59395.254 20.980 -9.900
#59399.233 21.360 -9.900
#59401.228 21.130 -9.900
#59403.233 19.390 -9.900
#59405.228 21.120 -9.900
#59407.249 21.060 -9.900
#59409.216 21.320 -9.900
#59411.188 20.700 -9.900
#59414.245 19.870 -9.900
#59417.204 19.410 -9.900
#59419.206 19.860 -9.900
#59423.193 21.190 -9.900
#59425.213 21.000 -9.900
#59427.249 20.290 -9.900
#59430.206 21.220 -9.900
#59443.165 19.480 -9.900
#59447.186 18.850 -9.900
#59600.442 20.170 -9.900
#59623.499 20.570 -9.900
#59625.384 19.470 -9.900
#59628.374 19.360 -9.900
#59630.440 20.500 -9.900
#59637.380 20.580 -9.900
#59639.421 20.460 -9.900
#59641.424 21.600 -9.900
#59672.336 21.090 -9.900
#59675.378 21.630 -9.900
#59677.316 20.720 -9.900
#59679.315 21.200 -9.900
#59682.395 20.270 -9.900
#59684.300 19.550 -9.900
#59693.420 20.950 -9.900
#59695.370 21.680 -9.900
#59697.286 21.800 -9.900
#59699.442 21.440 -9.900
#59701.316 21.370 -9.900
#59701.380 20.870 -9.900
59711.236 17.681 0.022
59717.333 16.132 0.006
59722.315 15.833 0.004
59722.400 15.832 0.004
59724.317 15.865 0.004
59726.316 15.937 0.004
59729.375 16.095 0.003
59731.318 16.242 0.004
59735.274 16.606 0.004
59737.191 16.773 0.005
59739.190 17.017 0.009
59742.340 17.306 0.030
59744.243 17.490 0.033
59748.252 17.755 0.010
59754.232 18.144 0.014
59760.215 18.524 0.018
59762.207 18.600 0.021
59764.215 18.624 0.025
59766.192 18.736 0.032
59769.256 18.786 0.054
59771.229 18.735 0.062
59771.252 18.822 0.071
59782.206 19.071 0.042
59784.236 19.031 0.055
59786.191 19.085 0.076
59791.235 19.233 0.088
#59936.506 20.640 -9.900
filter fp_ztfi
#58214.393 17.820 -9.900
#58243.355 20.840 -9.900
#58247.151 19.610 -9.900
#58261.209 20.170 -9.900
#58261.254 20.080 -9.900
#58267.251 19.270 -9.900
#58274.367 20.000 -9.900
#58278.186 20.630 -9.900
#58283.170 20.110 -9.900
#58288.171 19.830 -9.900
#58295.318 19.530 -9.900
#58547.422 20.730 -9.900
#58573.349 20.890 -9.900
#58582.296 21.050 -9.900
#58587.337 20.630 -9.900
#58594.299 19.280 -9.900
#58600.186 20.100 -9.900
#58607.277 21.070 -9.900
#58612.334 21.140 -9.900
#58627.422 20.530 -9.900
#58637.289 21.060 -9.900
#58641.253 20.180 -9.900
#58645.269 20.570 -9.900
#58649.329 19.300 -9.900
#58653.234 20.520 -9.900
#58659.172 20.620 -9.900
#58663.175 20.560 -9.900
#58667.170 20.520 -9.900
#58955.394 21.070 -9.900
#58967.329 21.010 -9.900
#59204.536 20.600 -9.900
#59217.514 20.410 -9.900
#59224.473 19.220 -9.900
#59228.556 20.440 -9.900
#59231.520 20.380 -9.900
#59252.415 20.970 -9.900
#59256.475 20.710 -9.900
#59264.395 20.870 -9.900
#59267.347 19.180 -9.900
#59270.479 20.070 -9.900
#59280.340 20.560 -9.900
#59292.406 21.220 -9.900
#59296.409 19.510 -9.900
#59306.393 20.790 -9.900
#59310.351 18.540 -9.900
#59313.330 20.820 -9.900
#59316.266 20.690 -9.900
#59324.315 20.700 -9.900
#59338.338 20.500 -9.900
#59341.258 20.760 -9.900
#59344.336 21.030 -9.900
#59348.290 21.250 -9.900
#59352.365 20.620 -9.900
#59355.316 19.280 -9.900
#59365.364 20.490 -9.900
#59369.337 21.000 -9.900
#59372.274 19.830 -9.900
#59377.274 21.030 -9.900
#59380.322 20.080 -9.900
#59387.254 20.050 -9.900
#59394.234 20.960 -9.900
#59401.207 20.770 -9.900
#59409.258 20.780 -9.900
#59412.190 20.490 -9.900
#59624.463 20.570 -9.900
#59627.422 19.020 -9.900
#59637.350 20.050 -9.900
#59640.423 20.620 -9.900
#59672.291 20.920 -9.900
#59675.303 21.170 -9.900
#59678.357 21.050 -9.900
#59682.263 19.900 -9.900
#59685.300 19.320 -9.900
#59690.377 20.340 -9.900
#59695.331 18.990 -9.900
#59699.399 20.930 -9.900
59717.356 16.756 0.012
59723.211 16.648 0.008
59727.302 16.779 0.011
59731.253 17.068 0.011
59734.278 17.305 0.011
59737.253 17.411 0.011
59740.274 17.398 0.020
59743.233 17.396 0.018
59748.212 17.413 0.012
59751.311 17.464 0.012
59755.210 17.507 0.012
59761.235 17.857 0.016
59764.193 18.053 0.025
59784.191 18.984 0.050
59787.182 19.151 0.054
59790.193 19.245 0.070
59794.191 19.410 0.084
59798.183 19.229 0.085
#59970.421 18.240 -9.900
#59987.477 20.100 -9.900
#60021.425 20.500 -9.900
#60044.444 20.900 -9.900
filter fp_ztfr
#58214.349 19.350 -9.900
#58217.369 19.380 -9.900
#58217.381 21.370 -9.900
#58218.322 21.280 -9.900
#58219.321 20.520 -9.900
#58222.307 20.700 -9.900
#58222.358 20.790 -9.900
#58225.396 20.110 -9.900
#58226.293 21.150 -9.900
#58226.334 21.300 -9.900
#58229.357 21.490 -9.900
#58232.359 20.410 -9.900
#58243.295 20.980 -9.900
#58246.252 20.730 -9.900
#58249.273 19.970 -9.900
#58255.272 21.000 -9.900
#58256.273 21.330 -9.900
#58261.297 19.780 -9.900
58267.314 17.974 0.147
#58270.299 20.650 -9.900
#58273.316 21.170 -9.900
#58276.276 21.510 -9.900
#58279.234 21.440 -9.900
#58282.213 21.640 -9.900
#58285.190 18.870 -9.900
#58288.255 21.300 -9.900
#58297.273 20.250 -9.900
#58300.176 20.910 -9.900
#58304.176 21.210 -9.900
#58307.172 20.990 -9.900
#58312.190 20.720 -9.900
#58331.162 20.940 -9.900
#58334.156 20.500 -9.900
#58337.191 21.160 -9.900
#58348.191 19.780 -9.900
#58364.137 19.890 -9.900
#58456.553 16.560 -9.900
#58456.562 18.240 -9.900
#58457.550 19.340 -9.900
#58457.554 20.030 -9.900
#58457.561 19.720 -9.900
#58457.566 19.210 -9.900
#58461.552 20.760 -9.900
#58461.557 20.800 -9.900
#58461.561 20.710 -9.900
#58461.566 19.920 -9.900
#58464.555 20.550 -9.900
#58464.559 19.910 -9.900
#58464.564 19.060 -9.900
#58464.569 17.820 -9.900
#58465.557 20.790 -9.900
#58465.562 20.380 -9.900
#58465.567 20.570 -9.900
#58465.572 19.850 -9.900
#58467.558 21.120 -9.900
#58467.562 21.020 -9.900
#58467.567 21.050 -9.900
#58467.572 18.760 -9.900
#58476.539 20.500 -9.900
#58487.547 21.390 -9.900
#58505.548 19.890 -9.900
#58508.520 20.170 -9.900
#58512.524 19.890 -9.900
#58522.543 21.450 -9.900
#58526.502 20.320 -9.900
#58534.438 19.350 -9.900
#58539.358 19.740 -9.900
#58568.352 17.130 -9.900
#58572.362 20.590 -9.900
#58575.418 21.650 -9.900
#58584.396 21.110 -9.900
#58588.378 20.930 -9.900
#58591.379 19.810 -9.900
#58597.357 21.250 -9.900
#58599.464 21.680 -9.900
#58606.337 21.530 -9.900
#58612.230 21.580 -9.900
#58616.360 21.130 -9.900
#58619.317 18.800 -9.900
#58633.295 21.390 -9.900
#58636.230 21.320 -9.900
#58639.275 21.630 -9.900
#58642.254 21.590 -9.900
#58645.275 20.670 -9.900
#58649.233 19.820 -9.900
#58655.191 20.820 -9.900
#58658.235 21.780 -9.900
#58661.192 21.440 -9.900
#58665.271 21.370 -9.900
#58668.173 21.170 -9.900
#58671.206 20.340 -9.900
#58679.214 20.490 -9.900
#58682.235 20.820 -9.900
#58685.167 21.080 -9.900
#58690.172 21.280 -9.900
#58693.208 20.550 -9.900
#58716.144 20.870 -9.900
#58724.138 20.530 -9.900
#58823.549 17.850 -9.900
#58827.554 20.430 -9.900
#58827.559 20.500 -9.900
#58827.564 20.080 -9.900
#58827.568 19.960 -9.900
#58829.556 16.830 -9.900
#58829.560 16.440 -9.900
#58829.565 16.330 -9.900
#58829.570 17.460 -9.900
#58850.505 20.270 -9.900
#58856.564 20.740 -9.900
#58861.543 20.090 -9.900
#58872.565 20.890 -9.900
#58881.526 21.390 -9.900
#58884.559 20.350 -9.900
#58887.538 20.810 -9.900
#58894.517 20.640 -9.900
#58898.519 21.740 -9.900
#58904.506 20.890 -9.900
#58908.485 21.240 -9.900
#58911.480 20.780 -9.900
#58915.508 20.960 -9.900
#58939.437 19.370 -9.900
#58954.479 20.640 -9.900
#58962.333 21.360 -9.900
#58965.352 21.540 -9.900
#58969.339 20.700 -9.900
#58972.358 20.980 -9.900
#58980.313 21.170 -9.900
#58985.272 21.680 -9.900
#58991.230 21.780 -9.900
#58995.250 21.710 -9.900
#58998.274 21.700 -9.900
#59001.231 20.520 -9.900
#59005.269 20.330 -9.900
#59009.212 20.590 -9.900
#59012.231 21.800 -9.900
#59015.213 21.410 -9.900
#59018.235 21.650 -9.900
#59021.235 21.690 -9.900
#59024.232 20.910 -9.900
#59027.254 20.950 -9.900
#59032.211 20.520 -9.900
#59035.295 19.620 -9.900
#59038.190 21.530 -9.900
#59044.213 21.460 -9.900
#59049.168 20.960 -9.900
#59050.257 20.430 -9.900
#59055.193 21.020 -9.900
#59056.187 20.990 -9.900
#59060.192 20.750 -9.900
#59062.210 20.460 -9.900
#59065.156 19.990 -9.900
#59069.191 21.360 -9.900
#59106.123 18.260 -9.900
#59106.128 18.660 -9.900
#59106.132 18.560 -9.900
#59106.137 18.010 -9.900
#59106.142 18.270 -9.900
#59187.549 18.840 -9.900
#59187.554 18.540 -9.900
#59187.559 18.340 -9.900
#59187.563 18.330 -9.900
#59187.568 17.750 -9.900
#59188.551 20.040 -9.900
#59188.555 20.300 -9.900
#59188.560 19.760 -9.900
#59188.565 19.710 -9.900
#59189.551 20.570 -9.900
#59189.556 20.670 -9.900
#59189.561 20.600 -9.900
#59189.565 20.100 -9.900
#59192.553 19.950 -9.900
#59192.558 19.770 -9.900
#59192.563 19.070 -9.900
#59192.567 16.980 -9.900
#59193.555 20.360 -9.900
#59193.559 20.320 -9.900
#59193.564 19.990 -9.900
#59193.569 19.550 -9.900
#59194.555 20.510 -9.900
#59194.559 20.520 -9.900
#59194.564 20.320 -9.900
#59194.569 19.830 -9.900
#59195.555 19.140 -9.900
#59195.560 20.020 -9.900
#59195.564 19.840 -9.900
#59195.569 19.630 -9.900
#59196.551 19.750 -9.900
#59196.556 19.890 -9.900
#59196.561 19.670 -9.900
#59196.565 19.520 -9.900
#59196.570 19.130 -9.900
#59198.556 20.240 -9.900
#59198.561 20.200 -9.900
#59198.566 19.840 -9.900
#59198.570 19.500 -9.900
#59202.539 19.960 -9.900
#59204.518 20.950 -9.900
#59215.547 19.780 -9.900
#59217.483 20.490 -9.900
#59219.488 20.320 -9.900
#59223.499 20.010 -9.900
#59226.504 20.900 -9.900
#59228.499 21.210 -9.900
#59231.498 21.290 -9.900
#59250.426 20.480 -9.900
#59252.518 21.590 -9.900
#59254.420 20.430 -9.900
#59260.405 20.540 -9.900
#59265.359 20.120 -9.900
#59267.421 20.660 -9.900
#59269.395 20.970 -9.900
#59271.458 20.370 -9.900
#59273.461 19.450 -9.900
#59290.395 21.590 -9.900
#59292.395 21.490 -9.900
#59295.389 20.860 -9.900
#59297.383 20.720 -9.900
#59300.416 19.380 -9.900
#59300.417 19.370 -9.900
#59301.381 19.820 -9.900
#59302.420 19.880 -9.900
#59304.379 18.250 -9.900
#59304.380 18.750 -9.900
#59307.357 21.290 -9.900
#59309.379 21.200 -9.900
#59311.318 21.530 -9.900
#59315.352 19.720 -9.900
#59317.402 21.720 -9.900
#59321.401 21.690 -9.900
#59325.301 21.100 -9.900
#59329.291 20.200 -9.900
#59335.317 20.210 -9.900
#59338.395 21.110 -9.900
#59341.276 21.790 -9.900
#59343.316 21.490 -9.900
#59345.317 21.570 -9.900
#59350.273 21.040 -9.900
#59350.274 20.990 -9.900
#59352.275 21.440 -9.900
#59353.295 21.210 -9.900
#59354.274 20.290 -9.900
#59359.235 19.820 -9.900
#59362.274 20.710 -9.900
#59364.298 21.440 -9.900
#59364.299 21.430 -9.900
#59366.229 21.680 -9.900
#59368.297 21.660 -9.900
#59370.257 21.590 -9.900
#59372.311 20.710 -9.900
#59376.273 21.560 -9.900
#59379.233 21.650 -9.900
#59383.229 20.420 -9.900
#59387.235 20.190 -9.900
#59393.212 21.490 -9.900
#59395.213 20.800 -9.900
#59399.193 21.430 -9.900
#59401.309 20.980 -9.900
#59403.191 21.360 -9.900
#59405.197 21.120 -9.900
#59407.205 21.330 -9.900
#59409.186 21.290 -9.900
#59411.217 20.610 -9.900
#59419.234 19.320 -9.900
#59423.270 18.730 -9.900
#59426.233 21.030 -9.900
#59427.207 20.680 -9.900
#59430.227 20.100 -9.900
#59436.195 20.820 -9.900
#59439.197 19.980 -9.900
#59447.193 19.440 -9.900
#59467.136 20.190 -9.900
#59467.138 20.250 -9.900
#59467.140 20.090 -9.900
#59467.142 20.020 -9.900
#59467.144 20.110 -9.900
#59468.135 20.530 -9.900
#59468.137 20.630 -9.900
#59468.139 20.600 -9.900
#59468.141 20.550 -9.900
#59468.143 20.360 -9.900
#59469.134 20.310 -9.900
