#59469.136 20.300 -9.900
#59469.138 20.230 -9.900
#59469.140 20.260 -9.900
#59469.142 20.260 -9.900
#59470.133 20.440 -9.900
#59470.135 20.380 -9.900
#59470.137 20.060 -9.900
#59470.139 20.310 -9.900
#59470.141 20.350 -9.900
#59471.138 19.420 -9.900
#59471.140 19.300 -9.900
#59473.130 20.260 -9.900
#59473.132 20.240 -9.900
#59473.134 20.360 -9.900
#59473.136 20.190 -9.900
#59473.138 20.230 -9.900
#59478.113 18.530 -9.900
#59478.116 18.780 -9.900
#59478.118 18.900 -9.900
#59478.121 18.950 -9.900
#59478.123 19.100 -9.900
#59479.114 19.180 -9.900
#59479.116 19.520 -9.900
#59479.121 19.510 -9.900
#59480.112 19.690 -9.900
#59480.114 19.830 -9.900
#59480.116 20.050 -9.900
#59480.119 20.130 -9.900
#59480.121 20.050 -9.900
#59550.555 20.710 -9.900
#59550.557 20.630 -9.900
#59550.560 20.380 -9.900
#59550.562 20.270 -9.900
#59550.564 20.110 -9.900
#59623.461 20.880 -9.900
#59625.464 20.380 -9.900
#59628.431 19.340 -9.900
#59630.359 20.440 -9.900
#59637.423 20.960 -9.900
#59639.461 20.360 -9.900
#59641.404 21.430 -9.900
#59675.350 21.530 -9.900
#59677.398 20.690 -9.900
#59679.359 21.230 -9.900
#59682.338 20.300 -9.900
#59684.379 20.260 -9.900
#59687.389 19.970 -9.900
#59697.358 21.430 -9.900
#59699.336 21.480 -9.900
#59702.267 21.300 -9.900
59707.298 19.111 0.050
59707.340 19.116 0.034
59709.295 18.265 0.030
59709.342 18.197 0.025
59709.381 18.151 0.018
59711.312 17.540 0.028
59711.359 17.503 0.020
59714.339 16.868 0.016
59717.234 16.425 0.006
59719.319 16.238 0.004
59724.296 16.059 0.005
59726.356 16.047 0.003
59733.232 16.432 0.003
59735.270 16.565 0.004
59737.229 16.643 0.004
59739.252 16.739 0.006
59748.320 17.059 0.010
59750.207 17.094 0.006
59752.278 17.163 0.006
59754.188 17.291 0.008
59756.212 17.439 0.007
59758.288 17.488 0.010
59762.237 17.793 0.011
59764.273 17.906 0.013
59773.192 18.290 0.025
59773.214 18.728 0.036
59775.188 18.378 0.026
59775.283 18.399 0.042
59777.207 18.458 0.021
59782.233 18.680 0.035
59784.271 18.669 0.041
59786.269 18.735 0.042
59791.180 18.954 0.050
#59837.131 20.220 -9.900
#59837.133 20.280 -9.900
#59837.135 20.160 -9.900
#59837.137 20.200 -9.900
#59837.139 20.150 -9.900
#59843.114 19.620 -9.900
#59843.116 19.860 -9.900
#59843.119 20.140 -9.900
#59843.121 20.290 -9.900
#59843.123 20.280 -9.900
#59844.113 19.300 -9.900
#59844.115 19.880 -9.900
#59844.118 19.700 -9.900
#59844.120 20.000 -9.900
#59844.122 20.120 -9.900
#59845.112 19.700 -9.900
#59845.114 20.000 -9.900
#59845.117 20.290 -9.900
#59845.119 20.400 -9.900
#59845.121 20.480 -9.900
#59913.557 19.730 -9.900
#59913.559 19.640 -9.900
#59913.561 19.440 -9.900
#59913.564 19.150 -9.900
#59928.550 20.200 -9.900
#59928.553 20.200 -9.900
#59928.555 20.280 -9.900
#59928.558 19.130 -9.900
#59928.560 18.810 -9.900
#59933.508 19.580 -9.900
#59936.539 20.760 -9.900
