t mag mag_unc fid
-11.584883461621331 -15.899276733398438 0.2677066922187805 1
-10.716828257177056 -16.74428939819336 0.2792976200580597 1
-8.791223732431463 -17.049036026000977 0.07156817615032196 1
-7.854416420730843 -17.23196029663086 0.057791102677583694 1
-6.833112573793914 -17.57313346862793 0.0644202008843422 1
-5.941918567455374 -17.726207733154297 0.04061796888709068 1
-5.008931339296235 -17.86617088317871 0.03172362223267555 1
-3.0475007455330028 -18.060548782348633 0.0625082328915596 1
-1.1886221827320376 -18.12982177734375 0.038699373602867126 1
2.6423825774192777 -18.064306259155273 0.05296970158815384 1
3.5672263978383096 -18.00628089904785 0.06844225525856018 1
4.562376801989131 -18.01795768737793 0.068290576338768 1
5.312515114638627 -17.90438461303711 0.06763084977865219 1
6.332972468000467 -17.844362258911133 0.06289950013160706 1
7.297697079028383 -17.74067497253418 0.0790666714310646 1
8.15500837077223 -17.661422729492188 0.06215118616819382 1
9.23080891398405 -17.634052276611328 0.1060129925608635 1
10.117297267991209 -17.561777114868164 0.1124667227268219 1
10.980080640583068 -17.40340805053711 0.1310655027627945 1
11.91725197125635 -17.224035263061523 0.20037297904491425 1
12.860658163524256 -17.161428451538086 0.22161874175071716 1
13.799220280234092 -16.947166442871094 0.18485619127750397 1
15.684789280984836 -16.809764862060547 0.11415277421474457 1
16.700736640208167 -16.675148010253906 0.13336320221424103 1
17.590213140985686 -16.59473419189453 0.12855061888694763 1
22.29035629772819 -16.29773712158203 0.29542598128318787 1
34.63361706792444 -15.974872589111328 0.31792858242988586 1
35.57935513617904 -16.247039794921875 0.253887802362442 1
44.9361925722204 -15.76824951171875 0.22184711694717407 1
45.91334492829916 -15.577173233032227 0.24836616218090057 1
48.76376413612623 -15.646689414978027 0.25254255533218384 1
49.6904446265486 -15.433303833007812 0.28077003359794617 1
51.58244864472883 -15.667330741882324 0.2546919882297516 1
52.54369999248619 -15.626971244812012 0.2973765730857849 1
53.4504236829658 -15.4539155960083 0.3613329231739044 1
54.40403033567702 -15.65155029296875 0.21751195192337036 1
-10.604017572392278 -17.236902236938477 0.2396060973405838 2
-9.656672102698257 -16.798702239990234 0.18320806324481964 2
-8.708107006084962 -17.05545997619629 0.19663982093334198 2
-7.746653599728712 -17.45346450805664 0.12488073110580444 2
-6.866239869537094 -17.919408798217773 0.13739153742790222 2
-5.948992553698993 -17.907743453979492 0.07093120366334915 2
-4.973835328317736 -18.005611419677734 0.07847192883491516 2
-2.2259890445050656 -18.276657104492188 0.07306842505931854 2
-1.2609950275781663 -18.441564559936523 0.062263790518045425 2
2.528528814093021 -18.408777236938477 0.07208968698978424 2
5.3782244051546435 -18.224987030029297 0.05186329036951065 2
6.3565755003738 -18.223270416259766 0.0591638907790184 2
7.250982501306189 -18.201913833618164 0.06892890483140945 2
8.208470206864268 -17.99427032470703 0.06223613768815994 2
9.14308666068284 -18.151933670043945 0.09670312702655792 2
10.041416590211577 -18.09438133239746 0.15508322417736053 2
11.019427211954465 -17.83074188232422 0.10722693055868149 2
12.026940782311783 -17.36817741394043 0.2257632166147232 2
12.973516181871274 -17.54281997680664 0.20749668776988983 2
14.872164652476414 -17.531469345092773 0.18139083683490753 2
15.816158806738818 -17.6579532623291 0.11877620965242386 2
16.64315713003843 -17.6756591796875 0.06917964667081833 2
17.674984570694352 -17.739877700805664 0.20695485174655914 2
19.444229462325083 -17.7341251373291 0.14991706609725952 2
22.302611081528894 -17.578842163085938 0.21834053099155426 2
25.123605611577002 -17.417360305786133 0.21759796142578125 2
27.933088132743038 -17.065855026245117 0.2677796185016632 2
30.782720944895985 -16.959163665771484 0.2416713982820511 2
33.6807367534146 -16.616504669189453 0.24137726426124573 2
34.55873031014044 -16.528322219848633 0.25423234701156616 2
35.49800237623308 -16.51346206665039 0.24303025007247925 2
44.05663985988947 -16.601165771484375 0.33284246921539307 2
45.8595772670531 -15.978955268859863 0.30886778235435486 2
54.349175927235315 -15.931024551391602 0.34514927864074707 2
55.30132719836701 -16.16457176208496 0.33041369915008545 2
56.24219028542981 -16.09006118774414 0.3568708598613739 2
