t mag mag_unc fid
-12.305100092716101 -17.6744327545166 0.0661691203713417 1
-10.549270184883088 -18.344680786132812 0.044080380350351334 1
-9.624490925731758 -18.664997100830078 0.032838135957717896 1
-6.825874506116465 -19.091609954833984 0.023915201425552368 1
-5.921735647738117 -19.21936798095703 0.03125711902976036 1
-4.981363588012755 -19.256301879882812 0.02225777506828308 1
-4.053047824116354 -19.32726287841797 0.023594459518790245 1
-2.118481527927711 -19.48943519592285 0.029034826904535294 1
1.489765555770309 -19.482921600341797 0.03036738745868206 1
4.357156667134 -19.36046028137207 0.04517705366015434 1
6.118109166898109 -19.283353805541992 0.024018313735723495 1
8.952053333632648 -19.131250381469727 0.028769169002771378 1
9.819776666592116 -19.108957290649414 0.02544943243265152 1
16.29275976878556 -18.42150115966797 0.035176441073417664 1
19.104016620527812 -18.07721710205078 0.053836021572351456 1
21.92903376503468 -17.894474029541016 0.07749374210834503 1
22.845180648275544 -17.71898651123047 0.13003799319267273 1
23.708769166842103 -17.685049057006836 0.07797490805387497 1
31.10124101879558 -16.96673011779785 0.18118271231651306 1
32.049947160434115 -17.119693756103516 0.10139473527669907 1
32.99467379649825 -16.89544105529785 0.257449746131897 1
35.78598675947567 -16.69052505493164 0.3349153995513916 1
36.70036009280011 -16.814937591552734 0.21881528198719025 1
-13.295830139045224 -17.493160247802734 0.1360807865858078 2
-12.355388333175883 -17.5733585357666 0.11113291233778 2
-10.445824236160627 -18.260591506958008 0.053901925683021545 2
-9.558116851581467 -18.458127975463867 0.05268418788909912 2
-6.791559490806388 -18.892915725708008 0.0448622852563858 2
-5.8343085184417385 -19.028886795043945 0.040386032313108444 2
-4.93595142012324 -19.09605598449707 0.0193728469312191 2
-3.988308055084888 -19.173009872436523 0.0214560367166996 2
-2.1991732172426524 -19.238012313842773 0.04646477475762367 2
1.593380278252341 -19.38638687133789 0.036853671073913574 2
2.5302319446820074 -19.19341278076172 0.06010504439473152 2
3.4522890742799195 -19.351377487182617 0.059865083545446396 2
4.2706618520983115 -19.25243377685547 0.051619186997413635 2
7.028892315079078 -19.109146118164062 0.039751432836055756 2
8.92022463010141 -19.169921875 0.03024299256503582 2
9.841424444500632 -19.03280258178711 0.04067603498697281 2
16.307945370553405 -18.726064682006836 0.03127196431159973 2
21.85416129650548 -18.484098434448242 0.030179211869835854 2
22.77864849548442 -18.539400100708008 0.033089619129896164 2
23.75689802467133 -18.517881393432617 0.05694309249520302 2
24.640576759594733 -18.42071533203125 0.041303470730781555 2
25.591835981510854 -18.459842681884766 0.05385572090744972 2
29.293895740475918 -18.17122459411621 0.11398028582334518 2
30.23311046288452 -18.68622589111328 0.234269380569458 2
31.160075833624294 -18.31581687927246 0.13835540413856506 2
32.0123350001975 -18.180639266967773 0.07336615771055222 2
32.939418287154425 -18.064722061157227 0.0896412655711174 2
35.714077500247015 -18.06446075439453 0.0809435024857521 2
38.49073000019416 -17.827503204345703 0.09808379411697388 2
39.41398481493471 -17.66182518005371 0.07336423546075821 2
43.12562157434446 -17.3890323638916 0.13286808133125305 2
44.03241814838515 -17.361268997192383 0.13851922750473022 2
45.910572438259365 -17.29146385192871 0.13935276865959167 2
46.82355430580813 -17.45073127746582 0.0975157767534256 2
51.448302477149774 -17.39398193359375 0.12393374741077423 2
