t mag mag_unc fid
-12.97808642456816 -16.781030654907227 0.20358872413635254 1
-12.022564181719313 -17.39698600769043 0.15683525800704956 1
-9.319886363280768 -18.466793060302734 0.04800068214535713 1
-8.3621001819318 -18.622591018676758 0.05810318887233734 1
-7.480702878991988 -18.845500946044922 0.03559821471571922 1
-6.564607000063088 -19.019412994384766 0.02957581728696823 1
-5.591161636296998 -19.115140914916992 0.06736716628074646 1
-4.701188999566842 -19.189632415771484 0.05201634019613266 1
-2.8494949088516557 -19.41655158996582 0.06945209205150604 1
-2.1367424087260254 -19.31808090209961 0.07362022995948792 1
-1.1546682117676192 -19.33749771118164 0.04615366458892822 1
-0.20876999986781314 -19.42913818359375 0.04794926568865776 1
0.5892255910756913 -19.4318904876709 0.06073547527194023 1
1.6819496821104125 -19.434844970703125 0.08035869151353836 1
2.51232463654808 -19.391206741333008 0.07051460444927216 1
4.224900045770813 -19.290719985961914 0.09950821101665497 1
5.144002545540305 -19.258604049682617 0.09032982587814331 1
6.117571545764803 -19.014389038085938 0.12732188403606415 1
6.939204545606943 -19.379413604736328 0.08332385867834091 1
7.879850591363554 -19.127851486206055 0.04210091754794121 1
8.849852666343477 -19.01187515258789 0.04747375473380089 1
9.691898121329192 -18.96343994140625 0.03658438101410866 1
10.583501727404919 -18.878637313842773 0.059396907687187195 1
13.375862818634644 -18.53636932373047 0.09156545996665955 1
17.085700727237217 -18.266324996948242 0.23364408314228058 1
19.685111545788292 -17.662460327148438 0.1687553972005844 1
22.39245581821623 -17.347272872924805 0.264804869890213 1
25.129958431829102 -17.43617057800293 0.2492130994796753 1
-12.957054954445496 -17.048490524291992 0.23508808016777039 2
-12.057081212458963 -17.58608055114746 0.1440119594335556 2
-9.381455182182517 -18.441814422607422 0.0745382010936737 2
-8.451946545392275 -18.507436752319336 0.09833060950040817 2
-7.564867408946156 -18.710330963134766 0.0566718764603138 2
-6.655255681835114 -18.8458194732666 0.05112353339791298 2
-5.66690866666084 -19.053552627563477 0.04087431728839874 2
-4.812734999524598 -19.14849090576172 0.03589359670877457 2
-2.9640677727928213 -19.296175003051758 0.036902282387018204 2
-2.0639309697699817 -19.241527557373047 0.03978608921170235 2
-1.1240354849194938 -19.34649658203125 0.03407483547925949 2
-0.2756681360981681 -19.326099395751953 0.03765120729804039 2
0.6631944548677314 -19.358055114746094 0.03888661414384842 2
1.5403514550152149 -19.276765823364258 0.12237653881311417 2
2.4369213184003122 -19.031282424926758 0.21674026548862457 2
4.336282969875769 -19.346935272216797 0.06521785259246826 2
5.240454000251536 -19.303119659423828 0.058919962495565414 2
6.167013864032923 -19.191869735717773 0.0919158086180687 2
7.0711384544318365 -19.173898696899414 0.07190674543380737 2
7.990538181991062 -19.228424072265625 0.04252617806196213 2
8.781660333783789 -19.142471313476562 0.030513586476445198 2
9.768045045520093 -19.04081153869629 0.052067555487155914 2
10.574158273044635 -19.046436309814453 0.06918506324291229 2
13.354219273156062 -18.849411010742188 0.06302572786808014 2
19.667550545524467 -18.57813262939453 0.08540637046098709 2
22.411826636472885 -18.47935676574707 0.0915849506855011 2
26.03708263655955 -18.290433883666992 0.0902891680598259 2
26.950804954818025 -18.310049057006836 0.10378244519233704 2
29.715411060235716 -18.092344284057617 0.16467192769050598 2
30.639236091043458 -18.171083450317383 0.195816308259964 2
36.006471000357784 -17.135976791381836 0.3537699580192566 2
36.929955818182364 -17.326223373413086 0.26153579354286194 2
44.20148354574022 -17.181964874267578 0.3031390309333801 2
45.0927241362462 -17.011348724365234 0.24078038334846497 2
46.9200968183577 -17.603233337402344 0.17896941304206848 2
47.8228850912472 -16.964527130126953 0.20903785526752472 2
