# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -15.364 -15.235 -14.973 -15.387 -15.487 -15.517
1.75 -16.102 -15.967 -15.731 -16.113 -16.221 -16.243
2.25 -16.673 -16.501 -16.279 -16.673 -16.789 -16.803
2.75 -17.045 -16.885 -16.600 -17.064 -17.174 -17.194
3.25 -17.319 -17.166 -16.804 -17.323 -17.437 -17.453
3.75 -17.497 -17.319 -16.951 -17.505 -17.616 -17.635
4.25 -17.660 -17.486 -17.148 -17.658 -17.769 -17.788
4.75 -17.841 -17.631 -17.288 -17.831 -17.947 -17.960
5.25 -17.983 -17.765 -17.452 -17.966 -18.085 -18.095
5.75 -18.152 -17.890 -17.577 -18.135 -18.254 -18.264
6.25 -18.290 -18.009 -17.697 -18.269 -18.388 -18.398
6.75 -18.437 -18.147 -17.813 -18.418 -18.536 -18.547
7.25 -18.565 -18.258 -17.921 -18.549 -18.667 -18.678
7.75 -18.683 -18.371 -18.003 -18.672 -18.788 -18.802
8.25 -18.791 -18.456 -18.090 -18.792 -18.905 -18.921
8.75 -18.884 -18.539 -18.148 -18.886 -18.999 -19.016
9.25 -18.974 -18.615 -18.201 -18.979 -19.091 -19.109
9.75 -19.045 -18.684 -18.247 -19.056 -19.166 -19.186
10.25 -19.110 -18.739 -18.280 -19.130 -19.238 -19.260
10.75 -19.171 -18.794 -18.301 -19.191 -19.299 -19.321
11.25 -19.227 -18.838 -18.310 -19.250 -19.357 -19.380
11.75 -19.265 -18.880 -18.317 -19.287 -19.395 -19.417
12.25 -19.314 -18.919 -18.331 -19.330 -19.439 -19.460
12.75 -19.349 -18.948 -18.339 -19.364 -19.473 -19.494
13.25 -19.376 -18.980 -18.340 -19.390 -19.500 -19.520
13.75 -19.402 -19.014 -18.339 -19.411 -19.523 -19.541
14.25 -19.420 -19.040 -18.344 -19.425 -19.538 -19.554
14.75 -19.440 -19.061 -18.338 -19.438 -19.554 -19.568
15.25 -19.451 -19.081 -18.351 -19.440 -19.559 -19.569
15.75 -19.462 -19.089 -18.347 -19.442 -19.563 -19.572
16.25 -19.471 -19.107 -18.345 -19.440 -19.565 -19.569
16.75 -19.473 -19.117 -18.353 -19.427 -19.557 -19.556
17.25 -19.476 -19.119 -18.355 -19.412 -19.548 -19.541
17.75 -19.466 -19.124 -18.376 -19.384 -19.524 -19.513
18.25 -19.457 -19.135 -18.384 -19.356 -19.502 -19.485
18.75 -19.443 -19.133 -18.398 -19.314 -19.468 -19.443
19.25 -19.412 -19.126 -18.401 -19.259 -19.418 -19.387
19.75 -19.382 -19.119 -18.414 -19.198 -19.365 -19.326
20.25 -19.341 -19.115 -18.415 -19.121 -19.298 -19.248
20.75 -19.292 -19.103 -18.436 -19.033 -19.219 -19.160
21.25 -19.238 -19.091 -18.431 -18.935 -19.132 -19.062
21.75 -19.172 -19.085 -18.438 -18.828 -19.035 -18.954
22.25 -19.103 -19.056 -18.441 -18.711 -18.930 -18.837
22.75 -19.027 -19.044 -18.433 -18.590 -18.820 -18.715
23.25 -18.945 -19.023 -18.420 -18.464 -18.705 -18.588
23.75 -18.868 -19.010 -18.402 -18.343 -18.598 -18.468
24.25 -18.768 -18.996 -18.396 -18.207 -18.471 -18.331
24.75 -18.671 -18.974 -18.392 -18.071 -18.345 -18.195
25.25 -18.560 -18.962 -18.398 -17.924 -18.209 -18.048
25.75 -18.441 -18.943 -18.415 -17.776 -18.069 -17.899
26.25 -18.323 -18.933 -18.424 -17.628 -17.929 -17.751
26.75 -18.200 -18.921 -18.445 -17.486 -17.793 -17.609
27.25 -18.077 -18.907 -18.471 -17.336 -17.652 -17.459
27.75 -17.959 -18.905 -18.502 -17.214 -17.533 -17.337
28.25 -17.841 -18.879 -18.519 -17.074 -17.400 -17.197
28.75 -17.728 -18.868 -18.537 -16.966 -17.292 -17.089
29.25 -17.628 -18.851 -18.559 -16.852 -17.184 -16.974
29.75 -17.525 -18.838 -18.571 -16.733 -17.070 -16.855
30.25 -17.425 -18.813 -18.579 -16.631 -16.971 -16.753
30.75 -17.345 -18.796 -18.584 -16.537 -16.884 -16.659
31.25 -17.265 -18.773 -18.586 -16.445 -16.797 -16.567
31.75 -17.179 -18.745 -18.586 -16.359 -16.715 -16.481
32.25 -17.119 -18.720 -18.569 -16.290 -16.649 -16.412
32.75 -17.045 -18.685 -18.562 -16.205 -16.570 -16.327
33.25 -16.998 -18.660 -18.545 -16.152 -16.521 -16.274
33.75 -16.932 -18.624 -18.525 -16.088 -16.460 -16.210
34.25 -16.894 -18.588 -18.498 -16.048 -16.422 -16.169
34.75 -16.841 -18.547 -18.482 -15.980 -16.359 -16.101
