# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -14.953 -14.886 -14.677 -14.914 -15.022 -15.043
1.75 -15.364 -15.379 -15.044 -15.280 -15.404 -15.409
2.25 -15.665 -15.676 -15.392 -15.515 -15.660 -15.643
2.75 -15.801 -15.947 -15.635 -15.546 -15.715 -15.673
3.25 -15.911 -16.250 -15.994 -15.642 -15.813 -15.769
3.75 -16.142 -16.576 -16.302 -15.867 -16.041 -15.994
4.25 -16.485 -16.895 -16.623 -16.227 -16.398 -16.355
4.75 -16.858 -17.165 -16.896 -16.602 -16.777 -16.729
5.25 -17.245 -17.385 -17.113 -17.043 -17.201 -17.171
5.75 -17.560 -17.566 -17.301 -17.389 -17.539 -17.517
6.25 -17.815 -17.733 -17.464 -17.688 -17.830 -17.816
6.75 -18.017 -17.899 -17.639 -17.926 -18.060 -18.054
7.25 -18.206 -18.049 -17.773 -18.147 -18.277 -18.276
7.75 -18.369 -18.168 -17.893 -18.319 -18.449 -18.448
8.25 -18.494 -18.296 -17.990 -18.463 -18.588 -18.592
8.75 -18.611 -18.390 -18.063 -18.587 -18.712 -18.716
9.25 -18.719 -18.478 -18.142 -18.704 -18.827 -18.833
9.75 -18.809 -18.567 -18.183 -18.805 -18.926 -18.934
10.25 -18.888 -18.635 -18.235 -18.882 -19.005 -19.012
10.75 -18.967 -18.698 -18.262 -18.965 -19.087 -19.094
11.25 -19.025 -18.757 -18.287 -19.021 -19.144 -19.151
11.75 -19.086 -18.798 -18.309 -19.079 -19.203 -19.209
12.25 -19.133 -18.847 -18.308 -19.124 -19.248 -19.254
12.75 -19.178 -18.887 -18.317 -19.161 -19.287 -19.290
13.25 -19.207 -18.916 -18.321 -19.187 -19.315 -19.317
13.75 -19.242 -18.951 -18.328 -19.217 -19.346 -19.346
14.25 -19.268 -18.979 -18.333 -19.233 -19.365 -19.363
14.75 -19.288 -18.998 -18.344 -19.248 -19.381 -19.377
15.25 -19.306 -19.019 -18.337 -19.252 -19.388 -19.381
15.75 -19.314 -19.038 -18.343 -19.250 -19.389 -19.379
16.25 -19.326 -19.057 -18.347 -19.247 -19.390 -19.376
16.75 -19.328 -19.066 -18.338 -19.233 -19.379 -19.362
17.25 -19.323 -19.081 -18.351 -19.212 -19.362 -19.341
17.75 -19.325 -19.082 -18.348 -19.193 -19.347 -19.321
18.25 -19.311 -19.087 -18.364 -19.158 -19.317 -19.286
18.75 -19.293 -19.094 -18.372 -19.115 -19.280 -19.242
19.25 -19.271 -19.095 -18.380 -19.067 -19.238 -19.194
19.75 -19.240 -19.101 -18.386 -19.012 -19.189 -19.140
20.25 -19.203 -19.092 -18.385 -18.947 -19.130 -19.074
20.75 -19.163 -19.085 -18.392 -18.880 -19.070 -19.007
21.25 -19.114 -19.077 -18.393 -18.801 -18.998 -18.927
21.75 -19.054 -19.075 -18.398 -18.712 -18.916 -18.838
22.25 -18.993 -19.060 -18.392 -18.619 -18.832 -18.744
22.75 -18.920 -19.048 -18.398 -18.517 -18.736 -18.642
23.25 -18.835 -19.042 -18.399 -18.408 -18.633 -18.534
23.75 -18.747 -19.032 -18.399 -18.287 -18.521 -18.412
24.25 -18.650 -19.012 -18.391 -18.163 -18.404 -18.288
24.75 -18.547 -18.993 -18.398 -18.033 -18.281 -18.158
25.25 -18.434 -18.974 -18.410 -17.899 -18.153 -18.024
25.75 -18.314 -18.957 -18.410 -17.753 -18.014 -17.878
26.25 -18.192 -18.945 -18.422 -17.610 -17.877 -17.735
26.75 -18.066 -18.916 -18.435 -17.461 -17.735 -17.586
27.25 -17.942 -18.904 -18.466 -17.328 -17.605 -17.452
27.75 -17.815 -18.885 -18.486 -17.185 -17.467 -17.309
28.25 -17.691 -18.860 -18.508 -17.053 -17.341 -17.177
28.75 -17.581 -18.842 -18.527 -16.922 -17.216 -17.045
29.25 -17.468 -18.826 -18.550 -16.788 -17.090 -16.912
29.75 -17.365 -18.807 -18.578 -16.685 -16.988 -16.808
30.25 -17.279 -18.785 -18.593 -16.580 -16.889 -16.704
30.75 -17.183 -18.762 -18.605 -16.466 -16.785 -16.589
31.25 -17.112 -18.741 -18.609 -16.379 -16.703 -16.502
31.75 -17.032 -18.719 -18.615 -16.301 -16.627 -16.424
32.25 -16.961 -18.700 -18.607 -16.212 -16.543 -16.335
32.75 -16.898 -18.677 -18.603 -16.137 -16.476 -16.259
33.25 -16.850 -18.649 -18.591 -16.080 -16.425 -16.203
33.75 -16.781 -18.624 -18.573 -16.014 -16.358 -16.136
34.25 -16.728 -18.595 -18.564 -15.950 -16.300 -16.072
34.75 -16.683 -18.566 -18.534 -15.891 -16.244 -16.013
