# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -11.822 -13.227 -13.539 -11.154 -11.489 -11.277
1.75 -13.517 -14.646 -14.434 -13.018 -13.264 -13.144
2.25 -15.076 -15.618 -15.322 -14.663 -14.872 -14.789
2.75 -16.115 -16.207 -15.973 -15.947 -16.097 -16.075
3.25 -16.713 -16.598 -16.394 -16.694 -16.815 -16.824
3.75 -17.044 -16.983 -16.774 -17.079 -17.185 -17.209
4.25 -17.395 -17.320 -17.099 -17.427 -17.537 -17.557
4.75 -17.678 -17.587 -17.321 -17.709 -17.819 -17.839
5.25 -17.917 -17.815 -17.499 -17.948 -18.057 -18.078
5.75 -18.126 -17.997 -17.654 -18.151 -18.263 -18.281
6.25 -18.317 -18.149 -17.797 -18.347 -18.458 -18.477
6.75 -18.481 -18.308 -17.906 -18.514 -18.624 -18.644
7.25 -18.616 -18.419 -17.984 -18.644 -18.755 -18.774
7.75 -18.745 -18.530 -18.049 -18.775 -18.886 -18.905
8.25 -18.858 -18.604 -18.119 -18.888 -19.001 -19.018
8.75 -18.953 -18.702 -18.157 -18.981 -19.094 -19.111
9.25 -19.043 -18.774 -18.195 -19.067 -19.180 -19.197
9.75 -19.118 -18.834 -18.235 -19.145 -19.259 -19.275
10.25 -19.183 -18.891 -18.253 -19.203 -19.319 -19.333
10.75 -19.241 -18.948 -18.284 -19.255 -19.373 -19.385
11.25 -19.297 -18.986 -18.304 -19.309 -19.427 -19.439
11.75 -19.343 -19.029 -18.312 -19.348 -19.468 -19.478
12.25 -19.382 -19.061 -18.330 -19.382 -19.504 -19.512
12.75 -19.424 -19.102 -18.344 -19.420 -19.544 -19.550
13.25 -19.446 -19.129 -18.360 -19.435 -19.560 -19.564
13.75 -19.480 -19.154 -18.367 -19.462 -19.589 -19.592
14.25 -19.501 -19.179 -18.390 -19.477 -19.606 -19.606
14.75 -19.519 -19.203 -18.401 -19.487 -19.619 -19.616
15.25 -19.539 -19.215 -18.406 -19.503 -19.636 -19.632
15.75 -19.553 -19.227 -18.433 -19.509 -19.644 -19.638
16.25 -19.565 -19.238 -18.417 -19.510 -19.648 -19.639
16.75 -19.572 -19.252 -18.434 -19.510 -19.650 -19.639
17.25 -19.577 -19.249 -18.449 -19.511 -19.652 -19.640
17.75 -19.581 -19.254 -18.456 -19.500 -19.646 -19.629
18.25 -19.577 -19.248 -18.453 -19.487 -19.635 -19.616
18.75 -19.573 -19.253 -18.465 -19.475 -19.625 -19.604
19.25 -19.555 -19.241 -18.481 -19.444 -19.596 -19.573
19.75 -19.545 -19.237 -18.484 -19.419 -19.574 -19.547
20.25 -19.521 -19.225 -18.501 -19.382 -19.540 -19.510
20.75 -19.494 -19.219 -18.509 -19.333 -19.496 -19.461
21.25 -19.459 -19.198 -18.508 -19.285 -19.452 -19.413
21.75 -19.423 -19.187 -18.504 -19.230 -19.400 -19.358
22.25 -19.387 -19.168 -18.500 -19.172 -19.347 -19.300
22.75 -19.340 -19.143 -18.483 -19.100 -19.280 -19.227
23.25 -19.281 -19.131 -18.475 -19.018 -19.204 -19.145
23.75 -19.230 -19.111 -18.479 -18.940 -19.131 -19.067
24.25 -19.174 -19.091 -18.442 -18.857 -19.055 -18.984
24.75 -19.106 -19.065 -18.432 -18.766 -18.970 -18.893
25.25 -19.040 -19.041 -18.422 -18.672 -18.883 -18.798
25.75 -18.973 -19.023 -18.410 -18.581 -18.799 -18.707
26.25 -18.912 -19.011 -18.400 -18.489 -18.715 -18.614
26.75 -18.842 -18.987 -18.384 -18.388 -18.621 -18.514
27.25 -18.767 -18.971 -18.387 -18.299 -18.537 -18.424
27.75 -18.692 -18.947 -18.375 -18.200 -18.445 -18.324
28.25 -18.620 -18.938 -18.389 -18.106 -18.358 -18.230
28.75 -18.549 -18.933 -18.404 -18.016 -18.274 -18.140
29.25 -18.471 -18.924 -18.425 -17.926 -18.190 -18.050
29.75 -18.389 -18.913 -18.455 -17.822 -18.093 -17.946
30.25 -18.310 -18.905 -18.474 -17.725 -18.002 -17.849
30.75 -18.240 -18.897 -18.500 -17.643 -17.925 -17.766
31.25 -18.160 -18.894 -18.515 -17.550 -17.838 -17.674
31.75 -18.081 -18.881 -18.531 -17.451 -17.744 -17.574
32.25 -17.999 -18.872 -18.563 -17.373 -17.668 -17.497
32.75 -17.931 -18.858 -18.562 -17.294 -17.595 -17.417
33.25 -17.857 -18.846 -18.588 -17.216 -17.518 -17.339
33.75 -17.783 -18.830 -18.592 -17.134 -17.442 -17.257
34.25 -17.712 -18.819 -18.591 -17.060 -17.371 -17.183
34.75 -17.653 -18.796 -18.590 -17.002 -17.313 -17.125
