# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -15.003 -14.928 -14.673 -14.897 -15.023 -15.026
1.75 -15.432 -15.427 -15.086 -15.284 -15.422 -15.412
2.25 -15.618 -15.673 -15.356 -15.340 -15.513 -15.467
2.75 -15.627 -15.856 -15.551 -15.253 -15.454 -15.379
3.25 -15.535 -16.117 -15.800 -14.982 -15.230 -15.107
3.75 -15.507 -16.359 -16.088 -14.904 -15.171 -15.028
4.25 -15.641 -16.662 -16.352 -14.998 -15.272 -15.122
4.75 -16.080 -16.950 -16.641 -15.464 -15.732 -15.588
5.25 -16.610 -17.202 -16.891 -16.078 -16.328 -16.203
5.75 -17.093 -17.427 -17.105 -16.650 -16.877 -16.775
6.25 -17.452 -17.599 -17.309 -17.100 -17.303 -17.226
6.75 -17.703 -17.777 -17.460 -17.420 -17.602 -17.547
7.25 -17.923 -17.911 -17.622 -17.704 -17.868 -17.831
7.75 -18.102 -18.063 -17.753 -17.929 -18.083 -18.056
8.25 -18.233 -18.178 -17.857 -18.106 -18.249 -18.234
8.75 -18.383 -18.275 -17.933 -18.270 -18.411 -18.398
9.25 -18.486 -18.369 -18.034 -18.393 -18.531 -18.521
9.75 -18.589 -18.455 -18.090 -18.506 -18.642 -18.634
10.25 -18.673 -18.529 -18.115 -18.594 -18.729 -18.723
10.75 -18.741 -18.595 -18.160 -18.668 -18.803 -18.797
11.25 -18.811 -18.651 -18.188 -18.730 -18.866 -18.858
11.75 -18.870 -18.700 -18.214 -18.783 -18.922 -18.912
12.25 -18.912 -18.739 -18.235 -18.816 -18.956 -18.944
12.75 -18.952 -18.790 -18.242 -18.842 -18.986 -18.970
13.25 -18.982 -18.824 -18.268 -18.856 -19.003 -18.984
13.75 -19.004 -18.862 -18.264 -18.865 -19.015 -18.993
14.25 -19.025 -18.887 -18.278 -18.861 -19.019 -18.989
14.75 -19.042 -18.912 -18.292 -18.851 -19.017 -18.979
15.25 -19.041 -18.941 -18.286 -18.822 -18.994 -18.949
15.75 -19.040 -18.957 -18.294 -18.794 -18.973 -18.921
16.25 -19.037 -18.975 -18.302 -18.758 -18.947 -18.884
16.75 -19.022 -18.995 -18.294 -18.706 -18.905 -18.832
17.25 -19.004 -19.003 -18.295 -18.651 -18.860 -18.777
17.75 -18.963 -19.006 -18.295 -18.576 -18.795 -18.701
18.25 -18.921 -19.020 -18.305 -18.495 -18.724 -18.620
18.75 -18.881 -19.016 -18.308 -18.415 -18.656 -18.540
19.25 -18.814 -19.015 -18.308 -18.314 -18.563 -18.438
19.75 -18.752 -19.014 -18.313 -18.209 -18.470 -18.333
20.25 -18.670 -19.003 -18.319 -18.086 -18.358 -18.210
20.75 -18.587 -18.999 -18.331 -17.968 -18.249 -18.092
21.25 -18.491 -18.986 -18.332 -17.838 -18.126 -17.961
21.75 -18.393 -18.973 -18.338 -17.704 -18.002 -17.827
22.25 -18.294 -18.960 -18.342 -17.571 -17.881 -17.694
22.75 -18.180 -18.934 -18.340 -17.429 -17.746 -17.552
23.25 -18.070 -18.914 -18.340 -17.294 -17.620 -17.417
23.75 -17.952 -18.889 -18.346 -17.159 -17.490 -17.281
24.25 -17.837 -18.870 -18.339 -17.017 -17.360 -17.139
24.75 -17.728 -18.848 -18.336 -16.890 -17.241 -17.012
25.25 -17.610 -18.822 -18.347 -16.753 -17.113 -16.875
25.75 -17.506 -18.804 -18.338 -16.635 -17.001 -16.757
26.25 -17.399 -18.787 -18.347 -16.501 -16.880 -16.623
26.75 -17.304 -18.774 -18.342 -16.391 -16.779 -16.512
27.25 -17.205 -18.759 -18.370 -16.271 -16.668 -16.392
27.75 -17.125 -18.761 -18.383 -16.171 -16.577 -16.293
28.25 -17.048 -18.752 -18.398 -16.076 -16.491 -16.197
28.75 -16.979 -18.745 -18.423 -15.993 -16.416 -16.114
29.25 -16.920 -18.738 -18.445 -15.904 -16.339 -16.025
29.75 -16.858 -18.740 -18.461 -15.829 -16.271 -15.949
30.25 -16.810 -18.740 -18.468 -15.763 -16.213 -15.884
30.75 -16.751 -18.734 -18.488 -15.700 -16.155 -15.820
31.25 -16.701 -18.720 -18.487 -15.631 -16.094 -15.751
31.75 -16.648 -18.714 -18.492 -15.587 -16.049 -15.706
32.25 -16.603 -18.697 -18.495 -15.530 -15.999 -15.650
32.75 -16.558 -18.679 -18.482 -15.489 -15.956 -15.609
33.25 -16.517 -18.665 -18.470 -15.438 -15.911 -15.557
33.75 -16.472 -18.639 -18.452 -15.391 -15.865 -15.510
34.25 -16.430 -18.611 -18.433 -15.365 -15.837 -15.484
34.75 -16.395 -18.587 -18.410 -15.308 -15.786 -15.427
