# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -11.545 -13.219 -13.491 -10.928 -11.247 -11.053
1.75 -13.254 -14.583 -14.415 -12.479 -12.809 -12.602
2.25 -14.862 -15.637 -15.288 -14.318 -14.584 -14.442
2.75 -15.995 -16.178 -15.912 -15.742 -15.928 -15.869
3.25 -16.590 -16.626 -16.333 -16.559 -16.680 -16.688
3.75 -16.977 -16.985 -16.723 -17.007 -17.112 -17.137
4.25 -17.324 -17.287 -17.033 -17.374 -17.480 -17.504
4.75 -17.594 -17.551 -17.254 -17.650 -17.753 -17.780
5.25 -17.859 -17.774 -17.464 -17.912 -18.018 -18.042
5.75 -18.061 -17.941 -17.595 -18.111 -18.216 -18.241
6.25 -18.246 -18.084 -17.692 -18.301 -18.407 -18.431
6.75 -18.401 -18.227 -17.786 -18.456 -18.562 -18.586
7.25 -18.550 -18.342 -17.883 -18.595 -18.704 -18.725
7.75 -18.669 -18.433 -17.955 -18.715 -18.823 -18.845
8.25 -18.780 -18.517 -18.007 -18.823 -18.932 -18.953
8.75 -18.873 -18.604 -18.059 -18.909 -19.021 -19.039
9.25 -18.957 -18.688 -18.141 -18.992 -19.104 -19.122
9.75 -19.034 -18.753 -18.165 -19.059 -19.173 -19.188
10.25 -19.101 -18.809 -18.195 -19.130 -19.244 -19.260
10.75 -19.166 -18.858 -18.222 -19.177 -19.296 -19.307
11.25 -19.217 -18.916 -18.259 -19.224 -19.344 -19.354
11.75 -19.259 -18.952 -18.278 -19.259 -19.380 -19.388
12.25 -19.305 -18.998 -18.303 -19.298 -19.422 -19.428
12.75 -19.347 -19.038 -18.316 -19.325 -19.453 -19.454
13.25 -19.377 -19.069 -18.323 -19.344 -19.474 -19.474
13.75 -19.402 -19.096 -18.344 -19.359 -19.491 -19.488
14.25 -19.422 -19.119 -18.365 -19.365 -19.501 -19.494
14.75 -19.436 -19.142 -18.373 -19.370 -19.508 -19.499
15.25 -19.450 -19.167 -18.387 -19.367 -19.510 -19.496
15.75 -19.454 -19.176 -18.410 -19.356 -19.502 -19.485
16.25 -19.453 -19.193 -18.407 -19.338 -19.487 -19.467
16.75 -19.446 -19.204 -18.414 -19.308 -19.463 -19.436
17.25 -19.435 -19.211 -18.419 -19.275 -19.435 -19.404
17.75 -19.416 -19.211 -18.419 -19.229 -19.395 -19.356
18.25 -19.394 -19.212 -18.410 -19.175 -19.350 -19.303
18.75 -19.364 -19.218 -18.403 -19.117 -19.298 -19.245
19.25 -19.330 -19.210 -18.415 -19.053 -19.241 -19.180
19.75 -19.291 -19.203 -18.422 -18.979 -19.177 -19.106
20.25 -19.251 -19.199 -18.402 -18.908 -19.112 -19.034
20.75 -19.202 -19.187 -18.408 -18.828 -19.040 -18.954
21.25 -19.150 -19.173 -18.428 -18.742 -18.964 -18.868
21.75 -19.104 -19.163 -18.408 -18.669 -18.898 -18.794
22.25 -19.053 -19.145 -18.420 -18.585 -18.823 -18.710
22.75 -18.996 -19.119 -18.410 -18.502 -18.747 -18.627
23.25 -18.945 -19.106 -18.407 -18.422 -18.675 -18.546
23.75 -18.891 -19.086 -18.394 -18.344 -18.604 -18.468
24.25 -18.839 -19.068 -18.393 -18.266 -18.533 -18.390
24.75 -18.780 -19.039 -18.380 -18.194 -18.466 -18.318
25.25 -18.724 -19.020 -18.374 -18.113 -18.391 -18.236
25.75 -18.673 -18.999 -18.358 -18.041 -18.326 -18.164
26.25 -18.604 -18.977 -18.360 -17.961 -18.250 -18.084
26.75 -18.545 -18.951 -18.347 -17.888 -18.181 -18.010
27.25 -18.486 -18.931 -18.330 -17.818 -18.115 -17.941
27.75 -18.418 -18.920 -18.337 -17.735 -18.038 -17.858
28.25 -18.351 -18.909 -18.335 -17.658 -17.965 -17.781
28.75 -18.288 -18.888 -18.338 -17.584 -17.895 -17.707
29.25 -18.220 -18.875 -18.356 -17.501 -17.818 -17.623
29.75 -18.160 -18.867 -18.374 -17.420 -17.745 -17.542
30.25 -18.087 -18.862 -18.389 -17.339 -17.668 -17.461
30.75 -17.999 -18.855 -18.392 -17.246 -17.578 -17.368
31.25 -17.936 -18.842 -18.405 -17.178 -17.514 -17.300
31.75 -17.862 -18.832 -18.420 -17.101 -17.441 -17.223
32.25 -17.788 -18.831 -18.433 -17.020 -17.365 -17.142
32.75 -17.720 -18.818 -18.434 -16.949 -17.296 -17.071
33.25 -17.646 -18.811 -18.452 -16.875 -17.224 -16.996
33.75 -17.581 -18.796 -18.444 -16.804 -17.159 -16.926
34.25 -17.509 -18.775 -18.456 -16.740 -17.093 -16.861
34.75 -17.453 -18.756 -18.455 -16.685 -17.041 -16.806
