# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -14.983 -14.934 -14.623 -14.921 -15.032 -15.050
1.75 -15.385 -15.409 -15.102 -15.308 -15.427 -15.437
2.25 -15.656 -15.697 -15.422 -15.406 -15.568 -15.533
2.75 -15.690 -15.904 -15.534 -15.343 -15.535 -15.470
3.25 -15.629 -16.156 -15.800 -15.158 -15.384 -15.284
3.75 -15.676 -16.427 -16.155 -15.174 -15.412 -15.299
4.25 -15.880 -16.745 -16.447 -15.374 -15.611 -15.499
4.75 -16.338 -17.024 -16.709 -15.840 -16.074 -15.966
5.25 -16.832 -17.262 -16.979 -16.405 -16.622 -16.530
5.75 -17.257 -17.481 -17.185 -16.921 -17.115 -17.047
6.25 -17.572 -17.663 -17.383 -17.307 -17.484 -17.434
6.75 -17.819 -17.814 -17.526 -17.612 -17.772 -17.740
7.25 -18.017 -17.966 -17.684 -17.860 -18.008 -17.988
7.75 -18.191 -18.095 -17.798 -18.076 -18.218 -18.205
8.25 -18.331 -18.210 -17.911 -18.243 -18.379 -18.371
8.75 -18.454 -18.321 -18.010 -18.389 -18.521 -18.518
9.25 -18.574 -18.413 -18.065 -18.519 -18.649 -18.648
9.75 -18.666 -18.494 -18.116 -18.620 -18.748 -18.749
10.25 -18.753 -18.568 -18.168 -18.710 -18.838 -18.839
10.75 -18.825 -18.628 -18.201 -18.784 -18.913 -18.913
11.25 -18.894 -18.685 -18.236 -18.854 -18.983 -18.983
11.75 -18.951 -18.737 -18.257 -18.909 -19.038 -19.038
12.25 -19.003 -18.779 -18.264 -18.954 -19.085 -19.083
12.75 -19.043 -18.825 -18.292 -18.979 -19.114 -19.108
13.25 -19.076 -18.855 -18.297 -19.004 -19.141 -19.133
13.75 -19.100 -18.888 -18.301 -19.020 -19.159 -19.149
14.25 -19.122 -18.920 -18.307 -19.025 -19.168 -19.154
14.75 -19.142 -18.947 -18.307 -19.025 -19.172 -19.153
15.25 -19.154 -18.968 -18.333 -19.016 -19.169 -19.144
15.75 -19.157 -18.984 -18.325 -18.996 -19.155 -19.124
16.25 -19.150 -19.005 -18.325 -18.968 -19.132 -19.095
16.75 -19.149 -19.019 -18.313 -18.934 -19.106 -19.061
17.25 -19.128 -19.029 -18.333 -18.888 -19.066 -19.014
17.75 -19.115 -19.037 -18.337 -18.839 -19.026 -18.965
18.25 -19.087 -19.038 -18.339 -18.777 -18.973 -18.903
18.75 -19.056 -19.048 -18.336 -18.708 -18.915 -18.834
19.25 -19.010 -19.046 -18.348 -18.631 -18.846 -18.756
19.75 -18.958 -19.041 -18.337 -18.540 -18.766 -18.665
20.25 -18.898 -19.041 -18.350 -18.443 -18.678 -18.568
20.75 -18.835 -19.039 -18.353 -18.347 -18.591 -18.471
21.25 -18.755 -19.026 -18.355 -18.233 -18.487 -18.357
21.75 -18.672 -19.022 -18.362 -18.118 -18.381 -18.243
22.25 -18.574 -19.004 -18.360 -17.992 -18.261 -18.116
22.75 -18.473 -18.989 -18.356 -17.857 -18.135 -17.981
23.25 -18.371 -18.972 -18.356 -17.721 -18.009 -17.844
23.75 -18.256 -18.950 -18.365 -17.585 -17.879 -17.709
24.25 -18.140 -18.931 -18.361 -17.446 -17.748 -17.570
24.75 -18.018 -18.910 -18.358 -17.301 -17.612 -17.425
25.25 -17.898 -18.882 -18.362 -17.158 -17.477 -17.281
25.75 -17.786 -18.868 -18.361 -17.021 -17.348 -17.144
26.25 -17.652 -18.845 -18.366 -16.891 -17.220 -17.014
26.75 -17.539 -18.825 -18.379 -16.750 -17.090 -16.872
27.25 -17.429 -18.806 -18.397 -16.635 -16.981 -16.757
27.75 -17.335 -18.792 -18.414 -16.520 -16.874 -16.642
28.25 -17.250 -18.780 -18.439 -16.410 -16.773 -16.532
28.75 -17.150 -18.769 -18.452 -16.301 -16.673 -16.423
29.25 -17.054 -18.766 -18.474 -16.193 -16.569 -16.315
29.75 -17.000 -18.759 -18.500 -16.117 -16.504 -16.239
30.25 -16.926 -18.744 -18.510 -16.034 -16.427 -16.155
30.75 -16.861 -18.738 -18.527 -15.961 -16.357 -16.082
31.25 -16.791 -18.724 -18.530 -15.877 -16.280 -15.998
31.75 -16.728 -18.709 -18.534 -15.812 -16.218 -15.933
32.25 -16.687 -18.697 -18.540 -15.742 -16.158 -15.863
32.75 -16.630 -18.674 -18.530 -15.682 -16.102 -15.803
33.25 -16.567 -18.659 -18.520 -15.616 -16.040 -15.736
33.75 -16.542 -18.631 -18.507 -15.602 -16.023 -15.722
34.25 -16.488 -18.611 -18.485 -15.513 -15.946 -15.634
34.75 -16.451 -18.576 -18.465 -15.489 -15.920 -15.610
