# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -15.430 -15.255 -15.082 -15.443 -15.541 -15.573
1.75 -16.183 -16.049 -15.803 -16.197 -16.297 -16.327
2.25 -16.722 -16.543 -16.228 -16.764 -16.861 -16.894
2.75 -17.046 -16.857 -16.504 -17.079 -17.180 -17.209
3.25 -17.260 -17.077 -16.708 -17.275 -17.378 -17.405
3.75 -17.407 -17.239 -16.882 -17.408 -17.514 -17.538
4.25 -17.537 -17.368 -17.027 -17.506 -17.618 -17.636
4.75 -17.681 -17.486 -17.181 -17.635 -17.755 -17.764
5.25 -17.828 -17.601 -17.298 -17.765 -17.890 -17.894
5.75 -17.979 -17.748 -17.452 -17.910 -18.038 -18.039
6.25 -18.114 -17.880 -17.570 -18.048 -18.174 -18.177
6.75 -18.249 -18.009 -17.735 -18.186 -18.314 -18.316
7.25 -18.383 -18.135 -17.830 -18.322 -18.449 -18.451
7.75 -18.502 -18.245 -17.944 -18.451 -18.577 -18.580
8.25 -18.606 -18.336 -17.994 -18.561 -18.684 -18.691
8.75 -18.713 -18.434 -18.068 -18.677 -18.799 -18.807
9.25 -18.788 -18.512 -18.136 -18.762 -18.880 -18.891
9.75 -18.874 -18.580 -18.170 -18.852 -18.970 -18.981
10.25 -18.943 -18.632 -18.200 -18.926 -19.044 -19.056
10.75 -19.006 -18.686 -18.238 -18.990 -19.107 -19.119
11.25 -19.051 -18.743 -18.250 -19.037 -19.155 -19.167
11.75 -19.098 -18.784 -18.262 -19.085 -19.202 -19.214
12.25 -19.139 -18.822 -18.269 -19.121 -19.240 -19.250
12.75 -19.168 -18.866 -18.286 -19.141 -19.262 -19.271
13.25 -19.194 -18.892 -18.286 -19.162 -19.284 -19.291
13.75 -19.213 -18.928 -18.294 -19.168 -19.293 -19.297
14.25 -19.231 -18.953 -18.288 -19.176 -19.304 -19.305
14.75 -19.235 -18.970 -18.291 -19.161 -19.294 -19.290
15.25 -19.237 -18.994 -18.304 -19.144 -19.282 -19.273
15.75 -19.236 -19.013 -18.307 -19.119 -19.263 -19.248
16.25 -19.226 -19.029 -18.321 -19.080 -19.232 -19.208
16.75 -19.214 -19.033 -18.326 -19.038 -19.198 -19.166
17.25 -19.189 -19.043 -18.325 -18.983 -19.150 -19.110
17.75 -19.166 -19.049 -18.336 -18.921 -19.099 -19.048
18.25 -19.135 -19.052 -18.340 -18.855 -19.042 -18.981
18.75 -19.102 -19.051 -18.353 -18.785 -18.983 -18.912
19.25 -19.056 -19.049 -18.355 -18.703 -18.911 -18.829
19.75 -19.008 -19.048 -18.373 -18.619 -18.836 -18.745
20.25 -18.954 -19.036 -18.365 -18.533 -18.759 -18.659
20.75 -18.900 -19.025 -18.375 -18.443 -18.679 -18.568
21.25 -18.830 -19.018 -18.374 -18.342 -18.586 -18.467
21.75 -18.754 -18.993 -18.375 -18.233 -18.484 -18.358
22.25 -18.681 -18.978 -18.369 -18.127 -18.387 -18.252
22.75 -18.597 -18.963 -18.374 -18.013 -18.281 -18.137
23.25 -18.515 -18.947 -18.379 -17.901 -18.177 -18.025
23.75 -18.421 -18.924 -18.367 -17.780 -18.062 -17.904
24.25 -18.335 -18.900 -18.368 -17.670 -17.959 -17.794
24.75 -18.247 -18.878 -18.372 -17.554 -17.853 -17.677
25.25 -18.152 -18.869 -18.384 -17.432 -17.738 -17.556
25.75 -18.063 -18.851 -18.394 -17.321 -17.636 -17.444
26.25 -17.981 -18.844 -18.405 -17.224 -17.546 -17.346
26.75 -17.890 -18.828 -18.423 -17.110 -17.440 -17.233
27.25 -17.803 -18.820 -18.437 -17.001 -17.341 -17.124
27.75 -17.711 -18.824 -18.465 -16.896 -17.241 -17.018
28.25 -17.628 -18.817 -18.488 -16.793 -17.147 -16.915
28.75 -17.542 -18.819 -18.502 -16.698 -17.057 -16.820
29.25 -17.462 -18.810 -18.532 -16.608 -16.973 -16.730
29.75 -17.376 -18.794 -18.538 -16.514 -16.884 -16.636
30.25 -17.320 -18.789 -18.558 -16.448 -16.823 -16.570
30.75 -17.240 -18.774 -18.563 -16.358 -16.739 -16.480
31.25 -17.177 -18.762 -18.569 -16.283 -16.671 -16.405
31.75 -17.102 -18.745 -18.569 -16.207 -16.599 -16.328
32.25 -17.052 -18.723 -18.551 -16.152 -16.547 -16.272
32.75 -16.991 -18.698 -18.541 -16.090 -16.487 -16.210
33.25 -16.932 -18.659 -18.532 -16.027 -16.426 -16.147
33.75 -16.891 -18.626 -18.516 -15.988 -16.388 -16.108
34.25 -16.816 -18.591 -18.491 -15.911 -16.313 -16.032
34.75 -16.785 -18.556 -18.469 -15.877 -16.281 -15.997
