# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -15.225 -15.138 -14.851 -15.213 -15.321 -15.343
1.75 -15.956 -15.854 -15.624 -15.956 -16.065 -16.086
2.25 -16.533 -16.418 -16.120 -16.518 -16.633 -16.648
2.75 -16.966 -16.845 -16.551 -16.947 -17.065 -17.076
3.25 -17.257 -17.114 -16.763 -17.249 -17.366 -17.379
3.75 -17.462 -17.313 -16.972 -17.461 -17.575 -17.591
4.25 -17.655 -17.474 -17.119 -17.645 -17.760 -17.775
4.75 -17.852 -17.634 -17.292 -17.831 -17.949 -17.960
5.25 -18.003 -17.795 -17.461 -17.984 -18.101 -18.114
5.75 -18.167 -17.928 -17.553 -18.146 -18.264 -18.276
6.25 -18.311 -18.033 -17.706 -18.293 -18.409 -18.422
6.75 -18.462 -18.171 -17.810 -18.442 -18.559 -18.571
7.25 -18.587 -18.288 -17.925 -18.573 -18.688 -18.703
7.75 -18.716 -18.385 -18.007 -18.711 -18.824 -18.840
8.25 -18.815 -18.466 -18.077 -18.820 -18.931 -18.949
8.75 -18.908 -18.563 -18.144 -18.913 -19.024 -19.043
9.25 -18.998 -18.628 -18.194 -19.004 -19.116 -19.134
9.75 -19.074 -18.697 -18.238 -19.092 -19.200 -19.222
10.25 -19.146 -18.750 -18.285 -19.165 -19.271 -19.295
10.75 -19.192 -18.805 -18.303 -19.215 -19.321 -19.345
11.25 -19.249 -18.850 -18.333 -19.271 -19.377 -19.401
11.75 -19.295 -18.903 -18.331 -19.318 -19.424 -19.448
12.25 -19.335 -18.937 -18.347 -19.357 -19.464 -19.487
12.75 -19.367 -18.968 -18.346 -19.388 -19.496 -19.518
13.25 -19.400 -18.997 -18.341 -19.414 -19.522 -19.544
13.75 -19.425 -19.034 -18.358 -19.437 -19.547 -19.567
14.25 -19.443 -19.051 -18.342 -19.451 -19.563 -19.581
14.75 -19.467 -19.073 -18.350 -19.468 -19.583 -19.598
15.25 -19.476 -19.089 -18.359 -19.472 -19.589 -19.602
15.75 -19.493 -19.115 -18.346 -19.478 -19.597 -19.607
16.25 -19.504 -19.119 -18.352 -19.476 -19.600 -19.605
16.75 -19.507 -19.131 -18.360 -19.467 -19.595 -19.596
17.25 -19.509 -19.141 -18.370 -19.456 -19.588 -19.585
17.75 -19.503 -19.147 -18.380 -19.432 -19.569 -19.561
18.25 -19.496 -19.148 -18.392 -19.404 -19.547 -19.533
18.75 -19.482 -19.147 -18.401 -19.369 -19.518 -19.498
19.25 -19.460 -19.144 -18.418 -19.319 -19.475 -19.447
19.75 -19.431 -19.136 -18.430 -19.260 -19.424 -19.388
20.25 -19.392 -19.132 -18.430 -19.187 -19.358 -19.314
20.75 -19.346 -19.119 -18.440 -19.101 -19.282 -19.229
21.25 -19.292 -19.107 -18.436 -19.000 -19.193 -19.127
21.75 -19.223 -19.096 -18.436 -18.884 -19.088 -19.010
22.25 -19.156 -19.074 -18.421 -18.769 -18.985 -18.894
22.75 -19.081 -19.056 -18.427 -18.645 -18.875 -18.770
23.25 -19.000 -19.041 -18.409 -18.511 -18.755 -18.636
23.75 -18.910 -19.030 -18.393 -18.380 -18.636 -18.504
24.25 -18.804 -19.008 -18.383 -18.234 -18.501 -18.358
24.75 -18.703 -18.993 -18.387 -18.094 -18.372 -18.217
25.25 -18.591 -18.972 -18.392 -17.945 -18.234 -18.068
25.75 -18.459 -18.965 -18.405 -17.780 -18.079 -17.903
26.25 -18.329 -18.945 -18.431 -17.625 -17.932 -17.748
26.75 -18.197 -18.933 -18.450 -17.470 -17.784 -17.593
27.25 -18.058 -18.922 -18.476 -17.319 -17.636 -17.441
27.75 -17.932 -18.904 -18.499 -17.176 -17.499 -17.298
28.25 -17.806 -18.886 -18.527 -17.039 -17.367 -17.162
28.75 -17.682 -18.873 -18.537 -16.909 -17.240 -17.031
29.25 -17.575 -18.857 -18.565 -16.795 -17.130 -16.918
29.75 -17.472 -18.835 -18.570 -16.675 -17.018 -16.797
30.25 -17.371 -18.812 -18.576 -16.567 -16.914 -16.689
30.75 -17.290 -18.793 -18.591 -16.474 -16.826 -16.596
31.25 -17.212 -18.762 -18.585 -16.395 -16.750 -16.517
31.75 -17.132 -18.744 -18.572 -16.307 -16.668 -16.429
32.25 -17.058 -18.720 -18.562 -16.224 -16.589 -16.346
32.75 -17.003 -18.681 -18.551 -16.165 -16.533 -16.287
33.25 -16.946 -18.652 -18.534 -16.089 -16.466 -16.210
33.75 -16.887 -18.618 -18.518 -16.024 -16.404 -16.145
34.25 -16.844 -18.583 -18.493 -15.976 -16.359 -16.097
34.75 -16.791 -18.550 -18.466 -15.912 -16.301 -16.033
