# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -14.951 -14.858 -14.610 -14.962 -15.069 -15.091
1.75 -15.389 -15.323 -14.976 -15.341 -15.463 -15.470
2.25 -15.681 -15.674 -15.401 -15.532 -15.677 -15.660
2.75 -15.911 -16.017 -15.706 -15.734 -15.889 -15.862
3.25 -16.108 -16.322 -16.055 -15.910 -16.066 -16.038
3.75 -16.395 -16.641 -16.374 -16.206 -16.360 -16.335
4.25 -16.733 -16.948 -16.706 -16.539 -16.696 -16.667
4.75 -17.062 -17.212 -16.940 -16.892 -17.042 -17.020
5.25 -17.406 -17.426 -17.162 -17.273 -17.413 -17.402
5.75 -17.699 -17.617 -17.366 -17.583 -17.723 -17.711
6.25 -17.927 -17.780 -17.522 -17.843 -17.976 -17.972
6.75 -18.127 -17.939 -17.659 -18.064 -18.193 -18.193
7.25 -18.292 -18.078 -17.809 -18.250 -18.376 -18.380
7.75 -18.432 -18.213 -17.934 -18.400 -18.524 -18.530
8.25 -18.570 -18.322 -18.012 -18.555 -18.677 -18.684
8.75 -18.681 -18.423 -18.086 -18.670 -18.792 -18.800
9.25 -18.787 -18.520 -18.172 -18.779 -18.901 -18.908
9.75 -18.873 -18.601 -18.218 -18.875 -18.995 -19.004
10.25 -18.954 -18.671 -18.261 -18.954 -19.074 -19.084
10.75 -19.024 -18.729 -18.284 -19.027 -19.148 -19.157
11.25 -19.085 -18.787 -18.293 -19.085 -19.206 -19.215
11.75 -19.139 -18.841 -18.329 -19.138 -19.259 -19.268
12.25 -19.186 -18.865 -18.332 -19.184 -19.306 -19.313
12.75 -19.224 -18.914 -18.333 -19.221 -19.343 -19.350
13.25 -19.261 -18.947 -18.343 -19.252 -19.377 -19.381
13.75 -19.297 -18.974 -18.341 -19.285 -19.411 -19.414
14.25 -19.319 -18.995 -18.349 -19.302 -19.429 -19.431
14.75 -19.340 -19.029 -18.355 -19.315 -19.445 -19.445
15.25 -19.360 -19.043 -18.356 -19.329 -19.460 -19.458
15.75 -19.372 -19.063 -18.348 -19.329 -19.463 -19.458
16.25 -19.383 -19.081 -18.353 -19.330 -19.466 -19.459
16.75 -19.390 -19.089 -18.356 -19.322 -19.462 -19.451
17.25 -19.392 -19.103 -18.353 -19.310 -19.453 -19.439
17.75 -19.390 -19.097 -18.358 -19.295 -19.442 -19.424
18.25 -19.385 -19.111 -18.358 -19.273 -19.423 -19.402
18.75 -19.373 -19.112 -18.367 -19.246 -19.400 -19.375
19.25 -19.355 -19.116 -18.369 -19.204 -19.364 -19.332
19.75 -19.335 -19.115 -18.389 -19.163 -19.327 -19.290
20.25 -19.305 -19.113 -18.388 -19.106 -19.276 -19.233
20.75 -19.273 -19.104 -18.394 -19.052 -19.227 -19.179
21.25 -19.234 -19.095 -18.399 -18.989 -19.170 -19.116
21.75 -19.186 -19.089 -18.398 -18.915 -19.102 -19.042
22.25 -19.128 -19.081 -18.401 -18.829 -19.022 -18.956
22.75 -19.071 -19.069 -18.396 -18.741 -18.942 -18.868
23.25 -19.006 -19.060 -18.412 -18.647 -18.855 -18.773
23.75 -18.924 -19.045 -18.402 -18.543 -18.757 -18.669
24.25 -18.838 -19.027 -18.406 -18.422 -18.644 -18.547
24.75 -18.746 -19.017 -18.412 -18.301 -18.530 -18.426
25.25 -18.649 -19.003 -18.420 -18.177 -18.414 -18.302
25.75 -18.533 -18.987 -18.435 -18.041 -18.283 -18.166
26.25 -18.416 -18.969 -18.453 -17.898 -18.148 -18.023
26.75 -18.292 -18.962 -18.470 -17.748 -18.004 -17.873
27.25 -18.174 -18.938 -18.497 -17.615 -17.876 -17.739
27.75 -18.043 -18.923 -18.512 -17.460 -17.728 -17.584
28.25 -17.909 -18.899 -18.544 -17.312 -17.585 -17.437
28.75 -17.785 -18.889 -18.572 -17.172 -17.449 -17.296
29.25 -17.666 -18.865 -18.592 -17.037 -17.319 -17.161
29.75 -17.560 -18.851 -18.607 -16.920 -17.206 -17.044
30.25 -17.449 -18.821 -18.629 -16.801 -17.092 -16.925
30.75 -17.363 -18.792 -18.639 -16.696 -16.993 -16.820
31.25 -17.282 -18.774 -18.647 -16.605 -16.908 -16.729
31.75 -17.188 -18.740 -18.645 -16.505 -16.811 -16.629
32.25 -17.117 -18.714 -18.641 -16.425 -16.737 -16.549
32.75 -17.049 -18.685 -18.634 -16.335 -16.654 -16.458
33.25 -16.988 -18.658 -18.630 -16.277 -16.598 -16.400
33.75 -16.913 -18.628 -18.606 -16.191 -16.518 -16.314
34.25 -16.857 -18.599 -18.580 -16.122 -16.451 -16.245
34.75 -16.803 -18.563 -18.566 -16.064 -16.396 -16.186
