# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -12.500 -13.493 -13.578 -12.077 -12.316 -12.203
1.75 -13.905 -14.774 -14.584 -13.628 -13.806 -13.756
2.25 -15.263 -15.615 -15.320 -15.034 -15.204 -15.162
2.75 -16.183 -16.189 -15.948 -16.085 -16.220 -16.213
3.25 -16.702 -16.606 -16.410 -16.698 -16.813 -16.828
3.75 -17.073 -17.003 -16.785 -17.086 -17.196 -17.216
4.25 -17.408 -17.306 -17.092 -17.428 -17.536 -17.558
4.75 -17.684 -17.583 -17.371 -17.714 -17.822 -17.844
5.25 -17.944 -17.838 -17.532 -17.972 -18.079 -18.102
5.75 -18.143 -18.008 -17.689 -18.175 -18.283 -18.306
6.25 -18.337 -18.176 -17.837 -18.362 -18.472 -18.492
6.75 -18.500 -18.326 -17.914 -18.527 -18.636 -18.657
7.25 -18.643 -18.450 -18.024 -18.667 -18.778 -18.797
7.75 -18.771 -18.542 -18.080 -18.797 -18.906 -18.927
8.25 -18.883 -18.650 -18.147 -18.909 -19.020 -19.039
8.75 -18.976 -18.733 -18.211 -19.006 -19.116 -19.136
9.25 -19.064 -18.803 -18.238 -19.091 -19.202 -19.221
9.75 -19.142 -18.859 -18.262 -19.165 -19.278 -19.295
10.25 -19.216 -18.923 -18.301 -19.240 -19.353 -19.370
10.75 -19.269 -18.971 -18.311 -19.288 -19.403 -19.418
11.25 -19.329 -19.012 -18.316 -19.340 -19.456 -19.470
11.75 -19.370 -19.056 -18.337 -19.380 -19.497 -19.510
12.25 -19.416 -19.088 -18.349 -19.422 -19.541 -19.552
12.75 -19.449 -19.125 -18.360 -19.450 -19.570 -19.580
13.25 -19.477 -19.152 -18.376 -19.473 -19.595 -19.603
13.75 -19.502 -19.180 -18.377 -19.492 -19.615 -19.622
14.25 -19.525 -19.198 -18.387 -19.509 -19.634 -19.639
14.75 -19.540 -19.224 -18.407 -19.520 -19.647 -19.650
15.25 -19.568 -19.236 -18.410 -19.538 -19.668 -19.668
15.75 -19.577 -19.244 -18.408 -19.542 -19.674 -19.671
16.25 -19.589 -19.259 -18.434 -19.550 -19.683 -19.680
16.75 -19.601 -19.266 -18.428 -19.548 -19.685 -19.678
17.25 -19.608 -19.275 -18.430 -19.550 -19.688 -19.679
17.75 -19.614 -19.271 -18.434 -19.551 -19.692 -19.681
18.25 -19.612 -19.271 -18.450 -19.541 -19.684 -19.670
18.75 -19.608 -19.258 -18.459 -19.528 -19.673 -19.657
19.25 -19.603 -19.265 -18.455 -19.515 -19.662 -19.644
19.75 -19.592 -19.250 -18.465 -19.491 -19.642 -19.620
20.25 -19.580 -19.238 -18.481 -19.469 -19.622 -19.598
20.75 -19.561 -19.230 -18.494 -19.437 -19.593 -19.566
21.25 -19.541 -19.213 -18.482 -19.403 -19.563 -19.532
21.75 -19.512 -19.201 -18.492 -19.365 -19.527 -19.493
22.25 -19.469 -19.186 -18.500 -19.305 -19.470 -19.433
22.75 -19.435 -19.165 -18.492 -19.250 -19.421 -19.378
23.25 -19.386 -19.142 -18.496 -19.181 -19.356 -19.309
23.75 -19.340 -19.118 -18.483 -19.115 -19.293 -19.243
24.25 -19.283 -19.098 -18.471 -19.037 -19.219 -19.164
24.75 -19.225 -19.076 -18.457 -18.955 -19.143 -19.082
25.25 -19.160 -19.057 -18.445 -18.862 -19.057 -18.989
25.75 -19.096 -19.039 -18.421 -18.775 -18.976 -18.902
26.25 -19.030 -19.015 -18.429 -18.681 -18.889 -18.807
26.75 -18.963 -19.001 -18.419 -18.592 -18.805 -18.718
27.25 -18.885 -18.983 -18.409 -18.490 -18.710 -18.616
27.75 -18.808 -18.968 -18.412 -18.383 -18.612 -18.509
28.25 -18.731 -18.954 -18.417 -18.288 -18.521 -18.413
28.75 -18.651 -18.943 -18.437 -18.182 -18.423 -18.307
29.25 -18.580 -18.929 -18.449 -18.092 -18.340 -18.217
29.75 -18.497 -18.931 -18.475 -17.987 -18.242 -18.112
30.25 -18.417 -18.917 -18.515 -17.889 -18.151 -18.013
30.75 -18.349 -18.918 -18.528 -17.807 -18.074 -17.931
31.25 -18.259 -18.906 -18.555 -17.700 -17.974 -17.824
31.75 -18.176 -18.898 -18.578 -17.606 -17.884 -17.730
32.25 -18.102 -18.881 -18.594 -17.522 -17.803 -17.646
32.75 -18.014 -18.875 -18.612 -17.424 -17.711 -17.547
33.25 -17.940 -18.864 -18.621 -17.347 -17.635 -17.471
33.75 -17.861 -18.848 -18.627 -17.265 -17.557 -17.388
34.25 -17.794 -18.828 -18.641 -17.194 -17.489 -17.318
34.75 -17.721 -18.809 -18.633 -17.110 -17.409 -17.234
