# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -15.352 -15.289 -15.008 -15.357 -15.456 -15.487
1.75 -16.160 -15.987 -15.658 -16.177 -16.273 -16.307
2.25 -16.676 -16.506 -16.081 -16.708 -16.797 -16.838
2.75 -16.948 -16.768 -16.320 -16.988 -17.077 -17.118
3.25 -17.143 -16.966 -16.557 -17.144 -17.244 -17.273
3.75 -17.306 -17.124 -16.749 -17.276 -17.381 -17.406
4.25 -17.401 -17.228 -16.909 -17.342 -17.454 -17.471
4.75 -17.538 -17.347 -17.071 -17.446 -17.569 -17.575
5.25 -17.663 -17.458 -17.184 -17.546 -17.679 -17.675
5.75 -17.800 -17.610 -17.334 -17.674 -17.812 -17.803
6.25 -17.918 -17.753 -17.474 -17.779 -17.921 -17.907
6.75 -18.045 -17.861 -17.590 -17.900 -18.045 -18.029
7.25 -18.146 -17.992 -17.697 -18.009 -18.154 -18.138
7.75 -18.254 -18.095 -17.803 -18.119 -18.263 -18.247
8.25 -18.360 -18.215 -17.879 -18.231 -18.375 -18.360
8.75 -18.453 -18.296 -17.964 -18.328 -18.471 -18.456
9.25 -18.527 -18.368 -18.012 -18.408 -18.550 -18.536
9.75 -18.603 -18.449 -18.059 -18.482 -18.624 -18.610
10.25 -18.662 -18.515 -18.077 -18.543 -18.684 -18.671
10.75 -18.715 -18.563 -18.125 -18.589 -18.733 -18.717
11.25 -18.757 -18.622 -18.142 -18.626 -18.773 -18.754
11.75 -18.796 -18.657 -18.152 -18.659 -18.808 -18.787
12.25 -18.821 -18.710 -18.183 -18.669 -18.821 -18.797
12.75 -18.843 -18.744 -18.178 -18.671 -18.829 -18.799
13.25 -18.859 -18.781 -18.194 -18.667 -18.829 -18.794
13.75 -18.863 -18.814 -18.201 -18.648 -18.818 -18.775
14.25 -18.865 -18.839 -18.217 -18.614 -18.793 -18.741
14.75 -18.852 -18.871 -18.212 -18.572 -18.759 -18.699
15.25 -18.846 -18.884 -18.236 -18.527 -18.725 -18.653
15.75 -18.826 -18.901 -18.230 -18.475 -18.683 -18.601
16.25 -18.801 -18.918 -18.240 -18.410 -18.628 -18.535
16.75 -18.778 -18.934 -18.243 -18.339 -18.570 -18.464
17.25 -18.740 -18.940 -18.250 -18.264 -18.505 -18.389
17.75 -18.708 -18.949 -18.265 -18.186 -18.439 -18.310
18.25 -18.664 -18.949 -18.251 -18.103 -18.367 -18.227
18.75 -18.614 -18.955 -18.275 -18.008 -18.283 -18.132
19.25 -18.566 -18.947 -18.287 -17.925 -18.210 -18.049
19.75 -18.512 -18.946 -18.297 -17.831 -18.125 -17.954
20.25 -18.453 -18.941 -18.306 -17.728 -18.033 -17.851
20.75 -18.388 -18.927 -18.306 -17.633 -17.946 -17.756
21.25 -18.321 -18.914 -18.322 -17.527 -17.849 -17.650
21.75 -18.250 -18.900 -18.315 -17.431 -17.760 -17.554
22.25 -18.186 -18.886 -18.317 -17.332 -17.672 -17.455
22.75 -18.121 -18.882 -18.309 -17.239 -17.586 -17.361
23.25 -18.043 -18.858 -18.311 -17.141 -17.494 -17.263
23.75 -17.985 -18.844 -18.308 -17.054 -17.418 -17.176
24.25 -17.919 -18.836 -18.306 -16.968 -17.341 -17.089
24.75 -17.851 -18.827 -18.307 -16.884 -17.263 -17.006
25.25 -17.796 -18.815 -18.313 -16.806 -17.195 -16.928
25.75 -17.722 -18.806 -18.318 -16.712 -17.109 -16.833
26.25 -17.666 -18.798 -18.324 -16.640 -17.045 -16.761
26.75 -17.604 -18.796 -18.335 -16.554 -16.967 -16.674
27.25 -17.539 -18.791 -18.355 -16.475 -16.897 -16.595
27.75 -17.476 -18.783 -18.373 -16.401 -16.829 -16.521
28.25 -17.420 -18.779 -18.387 -16.338 -16.772 -16.458
28.75 -17.355 -18.778 -18.409 -16.270 -16.710 -16.390
29.25 -17.288 -18.770 -18.418 -16.197 -16.643 -16.316
29.75 -17.227 -18.768 -18.433 -16.153 -16.598 -16.273
30.25 -17.169 -18.764 -18.436 -16.101 -16.547 -16.221
30.75 -17.107 -18.748 -18.456 -16.032 -16.484 -16.152
31.25 -17.052 -18.747 -18.453 -15.991 -16.441 -16.111
31.75 -16.981 -18.722 -18.448 -15.929 -16.380 -16.049
32.25 -16.928 -18.705 -18.440 -15.864 -16.321 -15.983
32.75 -16.866 -18.675 -18.440 -15.820 -16.274 -15.939
33.25 -16.810 -18.640 -18.409 -15.784 -16.235 -15.903
33.75 -16.747 -18.614 -18.397 -15.722 -16.174 -15.841
34.25 -16.701 -18.578 -18.371 -15.665 -16.121 -15.784
34.75 -16.637 -18.541 -18.348 -15.609 -16.065 -15.728
