# Time ZTFg ZTFr ZTFi B B(intrinsic) B(unreddened)
1.25 -13.819 -14.013 -13.769 -13.669 -13.815 -13.797
1.75 -14.893 -14.975 -14.862 -14.856 -14.974 -14.986
2.25 -15.709 -15.620 -15.387 -15.670 -15.783 -15.800
2.75 -16.391 -16.206 -15.939 -16.371 -16.482 -16.501
3.25 -16.810 -16.568 -16.312 -16.819 -16.923 -16.949
3.75 -17.127 -16.905 -16.671 -17.143 -17.240 -17.273
4.25 -17.444 -17.254 -16.968 -17.472 -17.570 -17.602
4.75 -17.700 -17.515 -17.273 -17.729 -17.828 -17.860
5.25 -17.951 -17.755 -17.500 -17.973 -18.075 -18.104
5.75 -18.167 -17.959 -17.667 -18.201 -18.301 -18.332
6.25 -18.350 -18.152 -17.813 -18.376 -18.478 -18.506
6.75 -18.520 -18.307 -17.962 -18.546 -18.649 -18.676
7.25 -18.666 -18.439 -18.054 -18.696 -18.799 -18.826
7.75 -18.801 -18.555 -18.152 -18.829 -18.933 -18.959
8.25 -18.920 -18.664 -18.220 -18.948 -19.052 -19.078
8.75 -19.011 -18.751 -18.289 -19.046 -19.150 -19.176
9.25 -19.105 -18.817 -18.312 -19.136 -19.241 -19.266
9.75 -19.188 -18.890 -18.335 -19.216 -19.323 -19.346
10.25 -19.253 -18.942 -18.372 -19.283 -19.390 -19.413
10.75 -19.311 -18.994 -18.401 -19.341 -19.447 -19.471
11.25 -19.363 -19.052 -18.399 -19.394 -19.500 -19.524
11.75 -19.416 -19.088 -18.408 -19.445 -19.553 -19.575
12.25 -19.451 -19.120 -18.417 -19.475 -19.584 -19.605
12.75 -19.478 -19.162 -18.416 -19.503 -19.611 -19.633
13.25 -19.514 -19.182 -18.423 -19.530 -19.640 -19.660
13.75 -19.538 -19.218 -18.426 -19.549 -19.660 -19.678
14.25 -19.563 -19.237 -18.414 -19.568 -19.681 -19.698
14.75 -19.580 -19.259 -18.422 -19.580 -19.694 -19.710
15.25 -19.596 -19.277 -18.428 -19.593 -19.708 -19.723
15.75 -19.602 -19.300 -18.435 -19.594 -19.710 -19.724
16.25 -19.612 -19.306 -18.415 -19.601 -19.718 -19.731
16.75 -19.624 -19.314 -18.417 -19.602 -19.722 -19.732
17.25 -19.632 -19.324 -18.418 -19.603 -19.725 -19.733
17.75 -19.634 -19.323 -18.413 -19.602 -19.725 -19.732
18.25 -19.637 -19.326 -18.401 -19.594 -19.719 -19.724
18.75 -19.635 -19.324 -18.403 -19.587 -19.714 -19.717
19.25 -19.633 -19.315 -18.400 -19.575 -19.705 -19.705
19.75 -19.629 -19.308 -18.403 -19.565 -19.697 -19.694
20.25 -19.627 -19.293 -18.414 -19.557 -19.691 -19.686
20.75 -19.614 -19.280 -18.415 -19.531 -19.668 -19.660
21.25 -19.597 -19.271 -18.413 -19.504 -19.644 -19.633
21.75 -19.585 -19.245 -18.412 -19.485 -19.629 -19.614
22.25 -19.566 -19.220 -18.416 -19.453 -19.600 -19.582
22.75 -19.540 -19.202 -18.412 -19.416 -19.567 -19.545
23.25 -19.509 -19.176 -18.402 -19.372 -19.526 -19.501
23.75 -19.468 -19.154 -18.400 -19.317 -19.475 -19.445
24.25 -19.429 -19.124 -18.399 -19.263 -19.425 -19.391
24.75 -19.386 -19.100 -18.391 -19.201 -19.368 -19.329
25.25 -19.332 -19.075 -18.380 -19.131 -19.302 -19.259
25.75 -19.276 -19.044 -18.387 -19.056 -19.232 -19.183
26.25 -19.220 -19.027 -18.371 -18.977 -19.160 -19.105
26.75 -19.157 -19.004 -18.384 -18.895 -19.082 -19.022
27.25 -19.087 -18.986 -18.395 -18.805 -18.998 -18.932
27.75 -19.015 -18.964 -18.410 -18.714 -18.912 -18.841
28.25 -18.944 -18.949 -18.421 -18.621 -18.825 -18.748
28.75 -18.863 -18.945 -18.444 -18.519 -18.729 -18.645
29.25 -18.784 -18.927 -18.480 -18.411 -18.629 -18.537
29.75 -18.698 -18.930 -18.507 -18.307 -18.531 -18.433
30.25 -18.619 -18.915 -18.549 -18.206 -18.437 -18.332
30.75 -18.524 -18.918 -18.578 -18.092 -18.330 -18.218
31.25 -18.451 -18.906 -18.610 -18.002 -18.243 -18.127
31.75 -18.364 -18.903 -18.627 -17.895 -18.144 -18.020
32.25 -18.287 -18.894 -18.653 -17.802 -18.056 -17.927
32.75 -18.204 -18.883 -18.673 -17.704 -17.963 -17.829
33.25 -18.119 -18.863 -18.685 -17.613 -17.875 -17.738
33.75 -18.040 -18.853 -18.699 -17.526 -17.792 -17.651
34.25 -17.962 -18.830 -18.696 -17.444 -17.712 -17.568
34.75 -17.902 -18.807 -18.692 -17.365 -17.637 -17.489
