,name,z_Marshall,z_NED,ra_recenter,dec_recenter,t0_SALT_adam_jd,E_B_V_SandF,z_Caltech,z_adopt,z_source,z_adopt_unc,t0_B_salt2,t0_g_salt2,t0_r_salt2,x0_salt2,x1_salt2,c_salt2,fratio_gmax_2adam,fratio_rmax_2adam,t0_salt2_unc,x0_salt2_unc,x1_salt2_unc,c_salt2_unc,chisq_salt2,ndof_salt2,n10d_20d,B_app0,B_app0_unc,g_app0,g_app0_unc,r_app0,r_app0_unc,dm15B,dm15B_unc,dm15g,dm15g_unc,dm15r,dm15r_unc,dm15B_rest,dm15B_rest_unc,dm15g_rest,dm15g_rest_unc,dm15r_rest,dm15r_rest_unc,t0_poly_g,t0_poly_g_unc,t0_poly_r,t0_poly_r_unc,dm15g_poly,dm15g_poly_unc,g_app_poly,g_app_poly_unc,r_app_poly,r_app_poly_unc,dm15r_poly,dm15r_poly_unc,dm15g_rest_poly,dm15g_rest_poly_unc,dm15r_rest_poly,dm15r_rest_poly_unc,dm15g_adopted,dm15g_adopted_unc,dm15g_rest_adopted,dm15g_rest_adopted_unc,t0_g_adopted,t0_g_adopted_unc,g_app0_adopt,g_app0_unc_adopt,dm15r_adopted,dm15r_adopted_unc,dm15r_rest_adopted,dm15r_rest_adopted_unc,t0_r_adopted,t0_r_adopted_unc,r_app0_adopt,r_app0_unc_adopt,TNS name,telescope_spec,date_spec,utcjds,phases,Ia subtype,phase used,spec used,ebv_host,ebv_host_unc,sbv,sbv_unc,g_abs0,g_abs0_unc,r_abs0,r_abs0_unc,dis_mod,dis_mod_unc,instrument,nspecs,internal name,B_abs0_SALT2corr,B_abs0_unc_SALT2corr
95,ZTF18abkudjo,0.09216,0.092147,227.0606219,34.86833370000001,2458345.70571,0.0129,-999.0,0.092147,NED,0.0001,2458345.913883088,2458344.97,2458347.69,1.4137177005891332e-14,0.9484371629898654,0.02251922163069775,3.0517781016084125e-08,2.920989198990044e-08,0.16730998805724084,1.7041514320646665e-15,0.7066705693851558,0.1041066417266312,58.94341081193837,70.0,4.0,18.804515055928658,0.13174151824920055,18.882599396399094,0.0899516847795568,19.04018217221203,0.018791621993842825,0.9657882097782532,0.13628210265358334,0.7029433187253247,0.09334290262289316,0.6546294082634105,0.03296557306001688,1.1093360757693276,0.13446961495342374,0.8073153765535253,0.09132415759463236,0.6915946045363128,0.03752379756758322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7029433187253247,0.09334290262289316,0.8073153765535253,0.09132415759463236,2458344.97,0.16730998805724084,18.882599396399094,0.0899516847795568,0.6546294082634105,0.03296557306001688,0.6915946045363128,0.03752379756758322,2458347.69,0.16730998805724084,19.04018217221203,0.018791621993842825,SN2018eqg,,,-999,,normal*,-9.0,20180805_P60,0.112035,0.018841,1.1209770000000001,0.038111,-19.149007765077933,0.08998663667158054,-18.991424989265,0.018958223596681468,38.031607161477034,0.002507824711237354,P60,0.0,ATLAS18tbo,-19.29690169260353,0.3486003747454438
96,ZTF18abmmkaz,0.063,-999.0,273.82723589999995,29.91073925,2458355.24137,0.0943,-999.0,0.063,Msl,0.005,2458355.189294264,2458354.59,2458356.79,3.7816582449143826e-14,0.7426261594528505,-0.06877674386919708,6.053984122276312e-08,5.4427289264239814e-08,0.09485459537245332,8.392025370458235e-16,0.15029176609875886,0.015720280395081776,1020.0949544392388,323.0,64.0,17.736169448124596,0.02329727259280053,17.850912673945846,0.017868347790000627,18.109297616512304,0.0046313734068775935,1.0036698357588634,0.025981475222240254,0.7312477215570112,0.018996070804312086,0.6596728386277277,0.006415841626890099,1.1052463113011155,0.02651318394733276,0.8061552094493436,0.0195660897759479,0.6894452281811922,0.005652687487235954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7312477215570112,0.018996070804312086,0.8061552094493436,0.0195660897759479,2458354.59,0.09485459537245332,17.850912673945846,0.017868347790000627,0.6596728386277277,0.006415841626890099,0.6894452281811922,0.005652687487235954,2458356.79,0.09485459537245332,18.109297616512304,0.0046313734068775935,SN2018fdz,P60,20180817,2458347.7916666665,-6.8,99aa-like*,-7.0,20180817_P60,0.016069999999999997,0.004959000000000001,1.0515729999999999,0.009373999999999999,-19.309987250303546,0.18110013502988556,-19.051602307737085,0.1802759847420956,37.16089992424939,0.18021648386065675,P60,1.0,ZTF18abmmkaz,-19.211522570130285,0.18826295151519065
97,ZTF18abmxdhb,0.07,-999.0,251.37429759999998,65.2389881,2458362.43557,0.0195,-999.0,0.07,Msl,0.005,2458362.507736891,2458361.82,2458364.22,2.188473753544183e-14,1.2670188689562991,0.0059494827113928395,4.600342316877926e-08,4.184135263743515e-08,0.09999132971279323,5.151162175583841e-16,0.21702633745347555,0.017943267016867104,953.699123135544,513.0,104.0,18.33007873950564,0.0245895563200542,18.41547042315128,0.018234988465545204,18.59933672213104,0.004478839701097796,0.9176730261355814,0.030676281311485743,0.6724461978343683,0.021520492629662668,0.6473272888936847,0.00788909898378953,1.0249748976232524,0.03169048476052472,0.7489237461006155,0.02277045768330264,0.6793026737834609,0.006372002397393335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724461978343683,0.021520492629662668,0.7489237461006155,0.02277045768330264,2458361.82,0.09999132971279323,18.41547042315128,0.018234988465545204,0.6473272888936847,0.00788909898378953,0.6793026737834609,0.006372002397393335,2458364.22,0.09999132971279323,18.59933672213104,0.004478839701097796,SN2018fjv,P60,20180820,2458350.7916666665,-11.0,normal,-11.0,20180820_P60,0.090526,0.006295,1.121903,0.010015000000000001,-18.985192851281248,0.16392318298389538,-18.80132655230149,0.16296734372352398,37.40066327443253,0.16290578600907055,P60,1.0,ZTF18abmxdhb,-19.0890279313322,0.17388886953137167
98,ZTF18abnvoel,0.083,-999.0,260.8138913,77.84487259999999,2458362.11733,0.0387,-999.0,0.083,Msl,0.005,2458361.9459096217,2458361.2,2458363.68,2.6156990783791384e-14,0.5625954777018034,-0.01283867565112118,5.1471308809466186e-08,4.789810769318618e-08,0.1000258200801909,6.845525136473912e-16,0.2247951028762252,0.020051142494784457,1065.9854577842243,291.0,54.0,18.13657637156861,0.027466353588337367,18.22829872244992,0.020511922591473147,18.417987269697075,0.004341250136560994,1.0302237211930392,0.03477903668687996,0.7455220314520261,0.02417251965006347,0.6635873891438138,0.008087693167683508,1.1647163288733609,0.03625867459114065,0.8457814289543464,0.02605315082888368,0.6992698998623439,0.006794826200664142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455220314520261,0.02417251965006347,0.8457814289543464,0.02605315082888368,2458361.2,0.1000258200801909,18.22829872244992,0.020511922591473147,0.6635873891438138,0.008087693167683508,0.6992698998623439,0.006794826200664142,2458363.68,0.1000258200801909,18.417987269697075,0.004341250136560994,SN2018lpl,P60,20180823,2458353.7916666665,-7.4,normal,-7.0,20180823_P60,0.106475,0.009202,1.150095,0.012537999999999999,-19.56236587444016,0.1399831344802018,-19.372677327193006,0.13854019425153075,37.790664596890075,0.13847215955022754,P60,1.0,ZTF18abnvoel,-19.614288330803,0.15425392110524944
99,ZTF18aboaeqy,0.129,-999.0,242.67677180000004,42.59404295,2458358.2815099997,0.0163,-999.0,0.129,Msl,0.005,2458358.4414493805,2458357.32,2458359.7499999995,9.038240640221084e-15,0.27225763525273194,-0.02842127239317893,1.944555205173596e-08,1.8537742368768123e-08,0.17803214606828988,5.895523368866048e-16,0.6621680335009703,0.05317089212682058,213.1189191326884,165.0,40.0,19.29036782195796,0.06920295789680843,19.38786018684883,0.05040714613411587,19.589181291234077,0.008286841807341495,1.0808063229261933,0.09716503838548513,0.7778671877142784,0.06482284543334647,0.6702458366905901,0.02068918658691814,1.2919910844420317,0.10613202227987724,0.9397423233897656,0.0770916895595115,0.7171666096397118,0.021552722361227745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778671877142784,0.06482284543334647,0.9397423233897656,0.0770916895595115,2458357.32,0.17803214606828988,19.38786018684883,0.05040714613411587,0.6702458366905901,0.02068918658691814,0.7171666096397118,0.021552722361227745,2458359.7499999995,0.17803214606828988,19.589181291234077,0.008286841807341495,SN2018lpx,P60,20180902,2458363.7916666665,6.5,normal*,6.0,20180902_P60,0.079425,0.018938999999999998,1.104969,0.033942,-19.42865402516852,0.1043400841735181,-19.22733292078327,0.09173137157532656,38.81651421201735,0.09135629580905046,P60,1.0,ZTF18aboaeqy,-19.43804044564053,0.2007783640693224
100,ZTF18abokpvh,0.081,-999.0,274.0309097,70.01791715,2458365.75547,0.0531,-999.0,0.081,Msl,0.005,2458365.9695959524,2458365.21,2458367.7,1.9442819200848348e-14,0.7695073061463589,-0.04547933747833355,3.6349316004045064e-08,3.284391838702752e-08,0.12652569822967052,4.3549530489122006e-16,0.22033100071019265,0.01941177887736689,1434.6124351813746,586.0,111.0,18.458574026354448,0.023179635112496905,18.563919952469792,0.016600167098382943,18.795926949144754,0.002550670393265569,0.9980141468875274,0.034935216283316715,0.7265840613317351,0.02412986979695092,0.658971901994768,0.011137799470364921,1.1273163887922877,0.03643991177166354,0.8218418800639995,0.02629869646100764,0.6941080023703776,0.008755650906701752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7265840613317351,0.02412986979695092,0.8218418800639995,0.02629869646100764,2458365.21,0.12652569822967052,18.563919952469792,0.016600167098382943,0.658971901994768,0.011137799470364921,0.6941080023703776,0.008755650906701752,2458367.7,0.12652569822967052,18.795926949144754,0.002550670393265569,SN2018fnc,P60,20180829,2458359.7916666665,-5.4,normal*,-5.0,20180829_P60,0.050983,0.005076,1.060575,0.011397,-19.170710466923712,0.14269228906274978,-18.93870347024875,0.1417463570245394,37.734630419393504,0.14172340600716984,P60,1.0,ZTF18abokpvh,-19.135070446856226,0.1557713577502375
101,ZTF18abpamut,0.064,-999.0,234.51251549999998,51.36037365,2458368.8699,0.0126,-999.0,0.064,Msl,0.005,2458368.736951513,2458368.14,2458370.37,1.8543535044271373e-14,0.8307690171419146,0.10265186412996208,4.021769858510719e-08,4.0582146989362196e-08,0.04114934406243265,6.416420121404297e-16,0.2875021133454609,0.03034583687098592,1302.3458472688926,289.0,22.0,18.509301598051817,0.03741637022570169,18.5546605909878,0.025439581749400343,18.617569776818808,0.00451773371880614,0.9800090277136846,0.03873199290329396,0.7085179508338797,0.026149538543467632,0.6570763696999009,0.010033846493051177,1.0811172781645624,0.03936767851375212,0.7823112861349273,0.026875603950551604,0.686736223499345,0.010315286485187793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085179508338797,0.026149538543467632,0.7823112861349273,0.026875603950551604,2458368.14,0.04114934406243265,18.5546605909878,0.025439581749400343,0.6570763696999009,0.010033846493051177,0.686736223499345,0.010315286485187793,2458370.37,0.04114934406243265,18.617569776818808,0.00451773371880614,SN2018fqe,P60,20180903,2458364.7916666665,-3.3,normal*,-3.0,20180903_P60,0.199927,0.010308,1.189016,0.019254,-18.642011043006526,0.17932628184843585,-18.57910185717552,0.17757013532673294,37.19667163399433,0.17751265600514296,P60,1.0,ZTF18abpamut,-19.005590814745396,0.20461099868032329
102,ZTF18abpaywm,0.04,-999.0,277.8893626,49.816112,2458368.69623,0.0656,-999.0,0.04,Msl,0.005,2458368.6340675824,2458368.18,2458370.13,3.994854115822782e-14,0.6104330252581214,0.2275886663196296,7.278494279424765e-08,8.774872424627428e-08,0.04978118045255542,7.300666104158106e-16,0.14085095352152432,0.01557784471665169,2910.8445312055487,616.0,122.0,17.67368006659405,0.0190119222595356,17.668022643066877,0.013278588104453476,17.5830867429998,0.0020362793141822373,1.0080042273757783,0.021431977146256442,0.7204393589882727,0.014644909872400504,0.6617408657190538,0.006541289900899615,1.0722114051839355,0.02182548943743449,0.7676429643499034,0.015081194371797741,0.6816571548363369,0.0060602277065594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204393589882727,0.014644909872400504,0.7676429643499034,0.015081194371797741,2458368.18,0.04978118045255542,17.668022643066877,0.013278588104453476,0.6617408657190538,0.006541289900899615,0.6816571548363369,0.0060602277065594,2458370.13,0.04978118045255542,17.5830867429998,0.0020362793141822373,SN2018fne,"P60,P60",20180829;20180830,2458359.7916666665;2458360.7916666665,"[-8.4, -7.4]",normal,-7.0,20180830_P60,0.32240100000000005,0.0035,1.106311,0.006697,-18.46964018085845,0.2798858354042994,-18.554576080925525,0.27957808639333703,36.137662823925325,0.2795706707755927,P60,2.0,ZTF18abpaywm,-19.16950762292213,0.2852564295690876
103,ZTF18abpmmpo,0.076,-999.0,251.97746600000002,42.9688021,2458369.13295,0.0155,-999.0,0.076,Msl,0.005,2458369.153063192,2458368.34,2458370.93,2.6771751725262642e-14,1.4974611276140517,-0.011193416623360264,5.711152187307402e-08,5.094694245856303e-08,0.04699387098662555,5.861284675142454e-16,0.27181441181892385,0.019564778241800692,490.2719244832792,272.0,51.0,18.11123081679764,0.023367390003247786,18.20401740094741,0.01612117063343546,18.412807682430707,0.0025756131941128482,0.8843361320366371,0.03158364919975755,0.6511727765113164,0.021635598312276263,0.6420260313437893,0.008760895123595541,0.9987627431780766,0.03317058854117675,0.7315055469388696,0.0238003012566624,0.6755327491151988,0.007866016835077209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6511727765113164,0.021635598312276263,0.7315055469388696,0.0238003012566624,2458368.34,0.04699387098662555,18.20401740094741,0.01612117063343546,0.6420260313437893,0.008760895123595541,0.6755327491151988,0.007866016835077209,2458370.93,0.04699387098662555,18.412807682430707,0.0025756131941128482,SN2018fnd,P60,20180830,2458360.7916666665,-7.5,99aa-like,-8.0,20180830_P60,0.06956,0.004808,1.111849,0.011209,-19.384546357098422,0.15145601622988933,-19.175756075615126,0.15061761680813388,37.58856375804583,0.150595593261012,P60,1.0,ZTF18abpmmpo,-19.442633349715774,0.16402695392490113
104,ZTF18abptsco,0.12,-999.0,261.7142166,34.24657929999999,2458364.2884299997,0.0269,-999.0,0.12,Atl,0.005,2458364.517438695,2458363.63,2458365.93,6.504008256111598e-15,-0.3992709367925773,0.06886566900196645,1.3287639907022559e-08,1.4408272138824754e-08,0.3680403649341315,4.859821796683426e-16,0.8319746030019353,0.06838631524326733,117.23472352004305,124.0,15.0,19.64732707020946,0.07704817727056151,19.7042765777199,0.05468439522967447,19.77802482115461,0.007592478224153109,1.1975963564367902,0.1516860213756294,0.8430627400112769,0.09790733957887468,0.6849573137797621,0.038504476579200884,1.4072507051386722,0.16640986802103008,1.0099807077552754,0.1189077985266495,0.7332776147583075,0.03872530518327349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430627400112769,0.09790733957887468,1.0099807077552754,0.1189077985266495,2458363.63,0.3680403649341315,19.7042765777199,0.05468439522967447,0.6849573137797621,0.038504476579200884,0.7332776147583075,0.03872530518327349,2458365.93,0.3680403649341315,19.77802482115461,0.007592478224153109,AT2018lpm,,,-999,,normal*,?,np spec,0.188842,0.016807,0.890576,0.039415,-18.942171366369926,0.11201308951718836,-18.86842312293521,0.09805200083187822,38.646447944089815,0.09775760400884634,from Atel 12052,0.0,ZTF18abptsco,-19.212604447786454,0.2459336665191601
105,ZTF18abpttky,0.084,-999.0,258.560392,36.458884399999995,2458365.9901400004,0.0319,-999.0,0.084,Msl,0.005,2458366.1043593646,2458365.59,2458367.71,1.407521020343679e-14,-1.3147751762881337,0.01543006153889781,2.8278090596629314e-08,2.761921790638656e-08,0.18789183627814046,6.217406272697613e-16,0.3965657566359768,0.04269434920401993,350.66439449246764,260.0,51.0,18.809591399606077,0.04599684349382367,18.88646858807046,0.03200687270089203,19.002307514845537,0.009223861712117904,1.3972093453788546,0.08788628218236624,0.9591267055272824,0.05450289522908765,0.7053665406132836,0.026436787288362164,1.565672986669405,0.09529574700561347,1.0956490697397283,0.06314453675734467,0.7431552996032522,0.02683492457773624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591267055272824,0.05450289522908765,1.0956490697397283,0.06314453675734467,2458365.59,0.18789183627814046,18.88646858807046,0.03200687270089203,0.7053665406132836,0.026436787288362164,0.7431552996032522,0.02683492457773624,2458367.71,0.18789183627814046,19.002307514845537,0.009223861712117904,SN2018fse,P60,20180911,2458372.7916666665,7.2,normal,7.0,20180911_P60,0.090744,0.010227,0.798373,0.013113,-18.931733183430254,0.14059591564197876,-18.81589425665518,0.13721461737001486,37.81820177150072,0.1369042424292078,P60,1.0,ZTF18abpttky,-19.056443562665226,0.19590314368842365
106,ZTF18abqbavl,0.14,0.1392,255.87390109999998,41.64522185,2458362.61662,0.0198,-999.0,0.1392,NED,0.0001,2458362.630429753,2458361.34,2458363.88,6.883355816710791e-15,0.7087461614086585,-0.030126432706254036,1.4801582988319239e-08,1.4038247802017245e-08,0.32595628197304904,3.2607574237268563e-16,0.5101533575935688,0.03997428292111317,341.0092701555795,268.0,55.0,19.586015516800533,0.04840467032576227,19.685019519590565,0.03546257491213555,19.89793197147978,0.0066775623465078785,1.0070639333723148,0.08469240785566531,0.7316608525906503,0.05812559088329217,0.6603092706395017,0.024278619117499813,1.2260516243357031,0.0911478427813736,0.8945968865226491,0.06880024505507044,0.7059522801071765,0.01990738949652577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7316608525906503,0.05812559088329217,0.8945968865226491,0.06880024505507044,2458361.34,0.32595628197304904,19.685019519590565,0.03546257491213555,0.6603092706395017,0.024278619117499813,0.7059522801071765,0.01990738949652577,2458363.88,0.32595628197304904,19.89793197147978,0.0066775623465078785,SN2018lpy,P60,20180917,2458378.7916666665,17.5,normal*,17.0,20180917_P60,0.071802,0.015183000000000002,1.151278,0.026463,-19.31131097547204,0.0355033853388402,-19.09839852358282,0.006891007909649143,38.9963304950626,0.001701808191115332,P60,1.0,ZTF18abqbavl,-19.31692303687268,0.1330835051591324
107,ZTF18abqjvyl,0.0877,0.083475,225.2653306,44.15658705,2458366.96282,0.0157,-999.0,0.083475,NED,0.0001,2458367.051828389,2458366.33,2458368.77,1.6980205924790145e-14,0.3021472607441105,-0.06250180931931483,3.608838960981909e-08,3.1031743278384734e-08,0.20171646284870806,1.881784746251129e-15,0.4056712822527224,0.10318666251096607,128.87651947225234,148.0,3.0,18.605614250183173,0.12256677378455212,18.716959276002235,0.08021258635761269,18.95848295020002,0.035360930616882544,1.0777284282251571,0.140287154078673,0.7776544812928563,0.0920265556170148,0.6696980316071688,0.05050560478487835,1.216715508117133,0.13706228458515585,0.8829951877315025,0.08875640484074575,0.7059305149245958,0.05324633477544607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776544812928563,0.0920265556170148,0.8829951877315025,0.08875640484074575,2458366.33,0.20171646284870806,18.716959276002235,0.08021258635761269,0.6696980316071688,0.05050560478487835,0.7059305149245958,0.05324633477544607,2458368.77,0.20171646284870806,18.95848295020002,0.035360930616882544,SN2018fpe,P200,20180912,2458373.7916666665,7.5,normal,7.0,20180912_P200,0.030187000000000002,0.007776000000000001,1.189003,0.018228,-19.086824586074734,0.08025986617262569,-18.84530091187695,0.03546804931149008,37.80378386207697,0.0027544705244948397,P200,1.0,ZTF18abqjvyl,-19.004414003003923,0.34262460368771913
108,ZTF18abrzeym,0.055,-999.0,264.11274480000003,22.49058095,2458374.1542,0.0685,-999.0,0.055,Msl,0.005,2458374.2683147728,2458373.75,2458375.79,1.946674128659986e-14,0.3981710558009599,0.2304842776834457,3.54426101499148e-08,4.3599467840383195e-08,0.06381547870114446,6.336749198191682e-16,0.2224134697561304,0.027344646438252074,471.286867298929,384.0,64.0,18.454144137333085,0.035137464660304235,18.446995452621678,0.023961157514768745,18.35364500519616,0.003962983823145536,1.0426701633214108,0.03584111772758465,0.7416833486006951,0.02463481013560868,0.6665412943573301,0.007003451527179472,1.132460347664967,0.035794598265656716,0.8085359561423502,0.024434519213306364,0.6923515495210566,0.007338559817728903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7416833486006951,0.02463481013560868,0.8085359561423502,0.024434519213306364,2458373.75,0.06381547870114446,18.446995452621678,0.023961157514768745,0.6665412943573301,0.007003451527179472,0.6923515495210566,0.007338559817728903,2458375.79,0.06381547870114446,18.35364500519616,0.003962983823145536,SN2018ftt,P60,20180913,2458374.7916666665,1.0,normal*,1.0,20180913_P60,0.338827,0.005598,1.015279,0.010297,-18.406338514381112,0.20676601199196032,-18.49968896180663,0.20541117760821687,36.85333396700279,0.20537294526205715,P60,1.0,ZTF18abrzeym,-19.113691090488388,0.2261185538620037
109,ZTF18abrzrnb,0.12,-999.0,222.23578730000003,52.593444999999996,2458374.4847,0.0125,-999.0,0.12,Msl,0.005,2458374.1666323533,2458373.05,2458375.55,1.0369261896072368e-14,0.4365963848240124,-0.02265285312247567,2.2513062500293017e-08,2.14640437563216e-08,0.5165623349603266,7.848392288036903e-16,0.5842365999945001,0.060391044223563124,153.83172420482862,124.0,2.0,19.141191263525585,0.0869558345953015,19.2366557088288,0.05970289686723329,19.43490836998944,0.008407891491403953,1.0520626622547269,0.09555105341816313,0.7596959231915861,0.06958488040954268,0.6664928567449309,0.014084573084646468,1.2460258804757416,0.09110825990018806,0.9064270767078142,0.06362640356714236,0.7104949355441192,0.014250018503081175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7596959231915861,0.06958488040954268,0.9064270767078142,0.06362640356714236,2458373.05,0.5165623349603266,19.2366557088288,0.05970289686723329,0.6664928567449309,0.014084573084646468,0.7104949355441192,0.014250018503081175,2458375.55,0.5165623349603266,19.43490836998944,0.008407891491403953,SN2018gem,P60,20180908,2458369.7916666665,-3.3,99aa-like*,-3.0,20180908_P60,0.084409,0.017775,1.024239,0.067513,-19.409792235261023,0.11454686829368099,-19.21153957410038,0.09811850885985596,38.646447944089815,0.09775760400884634,P60,1.0,ATLAS18vap,-19.435032835884567,0.2284106379892243
110,ZTF18absdgon,0.09,-999.0,260.95750530000004,46.3015047,2458375.97732,0.023,0.062,0.062,CIT,0.0001,2458376.2628669967,2458375.74,2458377.65,2.193948261017807e-14,-0.25750734440665823,0.17190406638185074,4.616138142929576e-08,5.15415078671095e-08,0.04106043162755668,6.103074188941248e-16,0.1798180262942406,0.025435438352142903,545.1368138873149,286.0,32.0,18.32571335028548,0.03001003922042915,18.341263420181765,0.019694690674910142,18.29942751618309,0.006433667612333316,1.1625248042656295,0.030577664497876706,0.8166890694350712,0.020055077718400482,0.6814244999263437,0.010814427355586909,1.2711376824426208,0.03082899193111785,0.900399972795185,0.020165718863359227,0.709655372635126,0.01099057767141416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166890694350712,0.020055077718400482,0.900399972795185,0.020165718863359227,2458375.74,0.04106043162755668,18.341263420181765,0.019694690674910142,0.6814244999263437,0.010814427355586909,0.709655372635126,0.01099057767141416,2458377.65,0.04106043162755668,18.29942751618309,0.006433667612333316,SN2018frx,P60,20180907,2458368.7916666665,-6.9,normal*,-7.0,20180907_P60,0.302379,0.004722,0.9878309999999999,0.008212,-18.78331540570121,0.0200319158258769,-18.82515130969988,0.00740195175751717,37.12457882588297,0.003660165416292664,P60,1.0,ATLAS18ueh,-19.331768081381224,0.08617893937908781
111,ZTF18abslxhz,0.134,-999.0,286.7175917,34.3483821,2458376.09828,0.0744,-999.0,0.134,Msl,0.005,2458376.13184768,2458374.83,2458377.39,9.17653236244931e-15,0.7361206129606384,-0.07709857857282998,1.6414580635778424e-08,1.557484317968202e-08,0.14587948331609368,4.2237043330077785e-16,0.4668307169817734,0.041071946180926584,455.8698552977049,430.0,36.0,19.27362998983505,0.0514922367829719,19.39173536399328,0.03487834158722964,19.659622084108825,0.006898286870730729,1.0051907583102846,0.05369097036529584,0.7325960403424787,0.03585944012851545,0.6598527117577717,0.012138430665940496,1.2164297035295704,0.05676586724099636,0.8895656846118243,0.04000026988772731,0.7047800150429424,0.018061357418399482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7325960403424787,0.03585944012851545,0.8895656846118243,0.04000026988772731,2458374.83,0.14587948331609368,19.39173536399328,0.03487834158722964,0.6598527117577717,0.012138430665940496,0.7047800150429424,0.018061357418399482,2458377.39,0.14587948331609368,19.659622084108825,0.006898286870730729,SN2018lpn,P60,20180923,2458384.7916666665,10.0,normal,10.0,20180923_P60,0.023932,0.009601,1.096846,0.020816,-19.51452103987472,0.09481520224496587,-19.24663431975917,0.08843647565698898,38.906256403868,0.08816702254742591,P60,1.0,ZTF18abslxhz,-19.393620820457173,0.16338748726648586
112,ZTF18abssdpi,0.103,-999.0,280.8350645,58.8054728,2458376.29617,0.0359,-999.0,0.103,Msl,0.005,2458376.096137907,2458375.39,2458377.7,7.967580468316246e-15,-0.2718457498753324,0.20319845517736024,1.5824338697142846e-08,1.9853670569820783e-08,0.214108717860654,4.73704638755139e-16,0.4306612071951097,0.05303367491792788,358.02781332376173,312.0,34.0,19.42479287763882,0.06519215820826668,19.42767141341612,0.042374215307536704,19.349587669650226,0.011717897875728578,1.1627651419264209,0.06615593498106448,0.815109407493722,0.0438943818421104,0.6816366764948185,0.01691083253878039,1.3400297712037812,0.0664844711752451,0.9539723688823258,0.043104374424808134,0.7237276263965668,0.020156705676931626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815109407493722,0.0438943818421104,0.9539723688823258,0.043104374424808134,2458375.39,0.214108717860654,19.42767141341612,0.042374215307536704,0.6816366764948185,0.01691083253878039,0.7237276263965668,0.020156705676931626,2458377.7,0.214108717860654,19.349587669650226,0.011717897875728578,SN2018lpo,P60,20180911,2458372.7916666665,-2.6,normal,-3.0,20180911_P60,0.345066,0.013755000000000002,1.1890180000000001,0.027533999999999996,-18.86201318429994,0.12055527589629175,-18.940096928065838,0.11346942122936712,38.28968459771606,0.11286275038072367,P60,1.0,ZTF18abssdpi,-19.49480693112706,0.21078358149261825
